article_id,published_date,extracted_date,iso3,country,disease_code,disease_mention,relevance_score,is_epidemiological_event,host_mention,language,source_outlet,title,data_realism
PADI-0016364,2021-08-21,2021-08-22,RUS,Russian Federation,ASF,African swine fever,0.84,True,Sus scrofa domesticus,en,outlet_33,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016365,2021-08-21,2021-08-22,RUS,Russian Federation,ASF,African swine fever,0.606,True,Sus scrofa (wild boar),en,outlet_35,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016366,2021-08-16,2021-08-17,TUR,Türkiye,ASF,African swine fever,0.503,True,Sus scrofa (wild boar),en,outlet_07,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016367,2021-08-16,2021-08-17,TUR,Türkiye,ASF,African swine fever,0.818,True,Sus scrofa domesticus,fr,outlet_09,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016368,2021-08-16,2021-08-17,GEO,Georgia,ASF,African swine fever,0.631,True,Sus scrofa (wild boar),fr,outlet_13,[SYNTHETIC] Reports of ASF activity in Georgia,synthetic
PADI-0016369,2021-08-16,2021-08-17,ISR,Israel,ASF,African swine fever,0.874,True,Sus scrofa (wild boar),es,outlet_14,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016370,2021-08-18,2021-08-19,EGY,Egypt,ASF,African swine fever,0.859,True,Sus scrofa (wild boar),en,outlet_40,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016371,2021-08-16,2021-08-17,EGY,Egypt,ASF,African swine fever,0.318,False,Sus scrofa (wild boar),en,outlet_21,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016372,2021-08-21,2021-08-22,EGY,Egypt,ASF,African swine fever,0.915,True,Sus scrofa domesticus,fr,outlet_30,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016373,2021-08-20,2021-08-21,EGY,Egypt,ASF,African swine fever,0.89,True,Sus scrofa domesticus,en,outlet_35,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016374,2021-08-17,2021-08-18,TUN,Tunisia,ASF,African swine fever,0.836,True,Sus scrofa domesticus,fr,outlet_20,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016375,2021-08-22,2021-08-23,MAR,Morocco,ASF,African swine fever,0.909,True,Sus scrofa domesticus,en,outlet_18,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016376,2021-08-22,2021-08-23,MAR,Morocco,ASF,African swine fever,0.911,True,Sus scrofa (wild boar),ru,outlet_17,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016377,2021-08-29,2021-08-30,FRA,France,ASF,African swine fever,0.875,True,Sus scrofa (wild boar),fr,outlet_13,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016378,2021-08-28,2021-08-29,FRA,France,ASF,African swine fever,0.602,True,Sus scrofa (wild boar),fr,outlet_02,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016379,2021-08-25,2021-08-26,FRA,France,ASF,African swine fever,0.787,True,Sus scrofa domesticus,en,outlet_30,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016380,2021-08-27,2021-08-28,FRA,France,ASF,African swine fever,0.88,True,Sus scrofa (wild boar),fr,outlet_13,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016381,2021-08-27,2021-08-28,FRA,France,ASF,African swine fever,0.382,False,Sus scrofa domesticus,fr,outlet_29,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016382,2021-08-29,2021-08-30,DEU,Germany,ASF,African swine fever,0.488,True,Sus scrofa (wild boar),fr,outlet_42,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016383,2021-08-25,2021-08-26,DEU,Germany,ASF,African swine fever,0.611,True,Sus scrofa (wild boar),en,outlet_35,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016384,2021-08-25,2021-08-26,DEU,Germany,ASF,African swine fever,0.582,True,Sus scrofa domesticus,en,outlet_12,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016385,2021-08-24,2021-08-25,BEL,Belgium,ASF,African swine fever,0.968,True,Sus scrofa (wild boar),ru,outlet_38,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016386,2021-08-27,2021-08-28,BEL,Belgium,ASF,African swine fever,0.804,True,Sus scrofa (wild boar),en,outlet_36,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016387,2021-08-29,2021-08-30,ITA,Italy,ASF,African swine fever,0.744,True,Sus scrofa domesticus,en,outlet_33,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016388,2021-08-26,2021-08-27,ITA,Italy,ASF,African swine fever,0.607,True,Sus scrofa (wild boar),en,outlet_07,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016389,2021-08-24,2021-08-25,ESP,Spain,ASF,African swine fever,0.646,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016390,2021-08-26,2021-08-27,ESP,Spain,ASF,African swine fever,0.43,False,Sus scrofa (wild boar),fr,outlet_09,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016391,2021-08-25,2021-08-26,ESP,Spain,ASF,African swine fever,0.656,True,Sus scrofa domesticus,en,outlet_43,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016392,2021-08-23,2021-08-24,ESP,Spain,ASF,African swine fever,0.518,True,Sus scrofa (wild boar),en,outlet_13,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016393,2021-08-25,2021-08-26,POL,Poland,ASF,African swine fever,0.546,True,Sus scrofa domesticus,en,outlet_35,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016394,2021-08-23,2021-08-24,POL,Poland,ASF,African swine fever,0.632,True,Sus scrofa (wild boar),en,outlet_24,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016395,2021-08-24,2021-08-25,HUN,Hungary,ASF,African swine fever,0.701,True,Sus scrofa domesticus,en,outlet_47,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016396,2021-08-28,2021-08-29,ROU,Romania,ASF,African swine fever,0.585,True,Sus scrofa domesticus,en,outlet_41,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016397,2021-08-25,2021-08-26,BGR,Bulgaria,ASF,African swine fever,0.796,True,Sus scrofa (wild boar),en,outlet_05,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016398,2021-08-25,2021-08-26,BGR,Bulgaria,ASF,African swine fever,0.88,True,Sus scrofa (wild boar),fr,outlet_39,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016399,2021-08-28,2021-08-29,UKR,Ukraine,ASF,African swine fever,0.654,True,Sus scrofa domesticus,ru,outlet_28,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016400,2021-08-29,2021-08-30,UKR,Ukraine,ASF,African swine fever,0.412,False,Sus scrofa domesticus,en,outlet_16,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016401,2021-08-25,2021-08-26,MDA,Moldova,ASF,African swine fever,0.613,True,Sus scrofa domesticus,en,outlet_24,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016402,2021-08-29,2021-08-30,RUS,Russian Federation,ASF,African swine fever,0.816,True,Sus scrofa domesticus,en,outlet_16,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016403,2021-08-24,2021-08-25,ISR,Israel,ASF,African swine fever,0.862,True,Sus scrofa (wild boar),ru,outlet_14,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016404,2021-08-27,2021-08-28,EGY,Egypt,ASF,African swine fever,0.605,True,Sus scrofa (wild boar),es,outlet_13,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016405,2021-08-24,2021-08-25,EGY,Egypt,ASF,African swine fever,0.838,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016406,2021-08-28,2021-08-29,MAR,Morocco,ASF,African swine fever,0.936,True,Sus scrofa (wild boar),fr,outlet_36,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016407,2021-09-05,2021-09-06,FRA,France,ASF,African swine fever,0.773,True,Sus scrofa domesticus,en,outlet_01,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016408,2021-09-01,2021-09-02,FRA,France,ASF,African swine fever,0.479,True,Sus scrofa (wild boar),en,outlet_41,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016409,2021-09-05,2021-09-06,FRA,France,ASF,African swine fever,0.708,True,Sus scrofa (wild boar),fr,outlet_11,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016410,2021-09-03,2021-09-04,FRA,France,ASF,African swine fever,0.938,True,Sus scrofa domesticus,es,outlet_18,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016411,2021-09-04,2021-09-05,DEU,Germany,ASF,African swine fever,0.845,True,Sus scrofa (wild boar),fr,outlet_02,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016412,2021-09-02,2021-09-03,NLD,Netherlands,ASF,African swine fever,0.544,True,Sus scrofa domesticus,es,outlet_39,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016413,2021-09-03,2021-09-04,NLD,Netherlands,ASF,African swine fever,0.612,True,Sus scrofa (wild boar),fr,outlet_12,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016414,2021-09-02,2021-09-03,BEL,Belgium,ASF,African swine fever,0.566,True,Sus scrofa (wild boar),fr,outlet_45,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016415,2021-09-04,2021-09-05,ITA,Italy,ASF,African swine fever,0.747,True,Sus scrofa (wild boar),ru,outlet_20,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016416,2021-09-03,2021-09-04,ESP,Spain,ASF,African swine fever,0.864,True,Sus scrofa (wild boar),en,outlet_36,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016417,2021-08-30,2021-08-31,ESP,Spain,ASF,African swine fever,0.571,True,Sus scrofa (wild boar),ru,outlet_44,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016418,2021-09-03,2021-09-04,POL,Poland,ASF,African swine fever,0.703,True,Sus scrofa domesticus,es,outlet_22,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016419,2021-09-01,2021-09-02,POL,Poland,ASF,African swine fever,0.53,True,Sus scrofa (wild boar),ru,outlet_16,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016420,2021-09-04,2021-09-05,POL,Poland,ASF,African swine fever,0.762,True,Sus scrofa (wild boar),ru,outlet_02,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016421,2021-09-02,2021-09-03,HUN,Hungary,ASF,African swine fever,0.564,True,Sus scrofa (wild boar),ru,outlet_08,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016422,2021-09-04,2021-09-05,HUN,Hungary,ASF,African swine fever,0.459,True,Sus scrofa (wild boar),en,outlet_29,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016423,2021-09-02,2021-09-03,ROU,Romania,ASF,African swine fever,0.768,True,Sus scrofa domesticus,ru,outlet_06,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016424,2021-09-02,2021-09-03,BGR,Bulgaria,ASF,African swine fever,0.241,False,Sus scrofa (wild boar),en,outlet_34,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016425,2021-09-02,2021-09-03,BGR,Bulgaria,ASF,African swine fever,0.4,False,Sus scrofa (wild boar),en,outlet_24,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016426,2021-09-02,2021-09-03,BGR,Bulgaria,ASF,African swine fever,0.636,True,Sus scrofa domesticus,en,outlet_46,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016427,2021-09-01,2021-09-02,SRB,Serbia,ASF,African swine fever,0.636,True,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016428,2021-08-31,2021-09-01,SRB,Serbia,ASF,African swine fever,0.634,True,Sus scrofa domesticus,en,outlet_09,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016429,2021-09-02,2021-09-03,UKR,Ukraine,ASF,African swine fever,0.649,True,Sus scrofa domesticus,en,outlet_41,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016430,2021-09-03,2021-09-04,RUS,Russian Federation,ASF,African swine fever,0.691,True,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016431,2021-09-05,2021-09-06,RUS,Russian Federation,ASF,African swine fever,0.263,False,Sus scrofa (wild boar),en,outlet_18,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016432,2021-08-31,2021-09-01,TUR,Türkiye,ASF,African swine fever,0.904,True,Sus scrofa (wild boar),ru,outlet_03,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016433,2021-08-30,2021-08-31,TUR,Türkiye,ASF,African swine fever,0.733,True,Sus scrofa domesticus,es,outlet_16,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016434,2021-08-31,2021-09-01,TUR,Türkiye,ASF,African swine fever,0.428,False,Sus scrofa (wild boar),en,outlet_20,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016435,2021-09-01,2021-09-02,ISR,Israel,ASF,African swine fever,0.78,True,Sus scrofa (wild boar),en,outlet_33,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016436,2021-09-05,2021-09-06,EGY,Egypt,ASF,African swine fever,0.673,True,Sus scrofa domesticus,en,outlet_19,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016437,2021-09-04,2021-09-05,EGY,Egypt,ASF,African swine fever,0.792,True,Sus scrofa domesticus,en,outlet_29,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016438,2021-09-02,2021-09-03,EGY,Egypt,ASF,African swine fever,0.334,False,Sus scrofa (wild boar),en,outlet_02,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016439,2021-09-01,2021-09-02,TUN,Tunisia,ASF,African swine fever,0.773,True,Sus scrofa (wild boar),en,outlet_21,[SYNTHETIC] Reports of ASF activity in Tunisia,synthetic
PADI-0016440,2021-09-07,2021-09-08,FRA,France,ASF,African swine fever,0.686,True,Sus scrofa domesticus,en,outlet_38,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016441,2021-09-11,2021-09-12,FRA,France,ASF,African swine fever,0.469,True,Sus scrofa (wild boar),ru,outlet_44,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016442,2021-09-08,2021-09-09,FRA,France,ASF,African swine fever,0.665,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016443,2021-09-06,2021-09-07,NLD,Netherlands,ASF,African swine fever,0.666,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016444,2021-09-12,2021-09-13,NLD,Netherlands,ASF,African swine fever,0.669,True,Sus scrofa (wild boar),es,outlet_12,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016445,2021-09-10,2021-09-11,NLD,Netherlands,ASF,African swine fever,0.641,True,Sus scrofa domesticus,en,outlet_41,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016446,2021-09-08,2021-09-09,NLD,Netherlands,ASF,African swine fever,0.346,False,Sus scrofa domesticus,en,outlet_09,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016447,2021-09-10,2021-09-11,NLD,Netherlands,ASF,African swine fever,0.667,True,Sus scrofa (wild boar),en,outlet_20,[SYNTHETIC] Reports of ASF activity in Netherlands,synthetic
PADI-0016448,2021-09-10,2021-09-11,ITA,Italy,ASF,African swine fever,0.773,True,Sus scrofa domesticus,ru,outlet_01,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016449,2021-09-11,2021-09-12,ESP,Spain,ASF,African swine fever,0.901,True,Sus scrofa domesticus,ru,outlet_29,[SYNTHETIC] Reports of ASF activity in Spain,synthetic
PADI-0016450,2021-09-07,2021-09-08,POL,Poland,ASF,African swine fever,0.516,True,Sus scrofa (wild boar),ru,outlet_07,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016451,2021-09-09,2021-09-10,POL,Poland,ASF,African swine fever,0.769,True,Sus scrofa (wild boar),es,outlet_11,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016452,2021-09-08,2021-09-09,POL,Poland,ASF,African swine fever,0.49,True,Sus scrofa domesticus,en,outlet_03,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016453,2021-09-12,2021-09-13,POL,Poland,ASF,African swine fever,0.372,False,Sus scrofa domesticus,es,outlet_06,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016454,2021-09-10,2021-09-11,POL,Poland,ASF,African swine fever,0.698,True,Sus scrofa domesticus,fr,outlet_43,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016455,2021-09-12,2021-09-13,HUN,Hungary,ASF,African swine fever,0.859,True,Sus scrofa (wild boar),fr,outlet_38,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016456,2021-09-12,2021-09-13,HUN,Hungary,ASF,African swine fever,0.851,True,Sus scrofa domesticus,en,outlet_40,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016457,2021-09-12,2021-09-13,ROU,Romania,ASF,African swine fever,0.459,True,Sus scrofa (wild boar),es,outlet_37,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016458,2021-09-08,2021-09-09,ROU,Romania,ASF,African swine fever,0.651,True,Sus scrofa (wild boar),en,outlet_21,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016459,2021-09-09,2021-09-10,ROU,Romania,ASF,African swine fever,0.581,True,Sus scrofa (wild boar),en,outlet_29,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016460,2021-09-09,2021-09-10,ROU,Romania,ASF,African swine fever,0.91,True,Sus scrofa domesticus,en,outlet_13,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016461,2021-09-08,2021-09-09,SRB,Serbia,ASF,African swine fever,0.626,True,Sus scrofa domesticus,en,outlet_19,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016462,2021-09-10,2021-09-11,UKR,Ukraine,ASF,African swine fever,0.898,True,Sus scrofa (wild boar),en,outlet_03,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016463,2021-09-07,2021-09-08,UKR,Ukraine,ASF,African swine fever,0.399,False,Sus scrofa domesticus,ru,outlet_38,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016464,2021-09-12,2021-09-13,MDA,Moldova,ASF,African swine fever,0.795,True,Sus scrofa (wild boar),ru,outlet_44,[SYNTHETIC] Reports of ASF activity in Moldova,synthetic
PADI-0016465,2021-09-09,2021-09-10,RUS,Russian Federation,ASF,African swine fever,0.71,True,Sus scrofa (wild boar),en,outlet_19,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016466,2021-09-06,2021-09-07,RUS,Russian Federation,ASF,African swine fever,0.63,True,Sus scrofa (wild boar),ru,outlet_42,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016467,2021-09-09,2021-09-10,RUS,Russian Federation,ASF,African swine fever,0.445,False,Sus scrofa domesticus,en,outlet_20,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016468,2021-09-10,2021-09-11,RUS,Russian Federation,ASF,African swine fever,0.334,False,Sus scrofa (wild boar),en,outlet_43,[SYNTHETIC] Reports of ASF activity in Russian Federation,synthetic
PADI-0016469,2021-09-06,2021-09-07,TUR,Türkiye,ASF,African swine fever,0.202,False,Sus scrofa (wild boar),en,outlet_31,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016470,2021-09-08,2021-09-09,TUR,Türkiye,ASF,African swine fever,0.9,True,Sus scrofa domesticus,fr,outlet_05,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016471,2021-09-08,2021-09-09,TUR,Türkiye,ASF,African swine fever,0.394,False,Sus scrofa domesticus,en,outlet_18,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016472,2021-09-09,2021-09-10,TUR,Türkiye,ASF,African swine fever,0.874,True,Sus scrofa domesticus,ru,outlet_25,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016473,2021-09-09,2021-09-10,TUR,Türkiye,ASF,African swine fever,0.666,True,Sus scrofa domesticus,ru,outlet_21,[SYNTHETIC] Reports of ASF activity in Türkiye,synthetic
PADI-0016474,2021-09-08,2021-09-09,GEO,Georgia,ASF,African swine fever,0.873,True,Sus scrofa (wild boar),en,outlet_09,[SYNTHETIC] Reports of ASF activity in Georgia,synthetic
PADI-0016475,2021-09-07,2021-09-08,ISR,Israel,ASF,African swine fever,0.857,True,Sus scrofa (wild boar),en,outlet_02,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016476,2021-09-08,2021-09-09,ISR,Israel,ASF,African swine fever,0.854,True,Sus scrofa (wild boar),fr,outlet_20,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016477,2021-09-11,2021-09-12,ISR,Israel,ASF,African swine fever,0.904,True,Sus scrofa domesticus,en,outlet_09,[SYNTHETIC] Reports of ASF activity in Israel,synthetic
PADI-0016478,2021-09-09,2021-09-10,EGY,Egypt,ASF,African swine fever,0.548,True,Sus scrofa domesticus,es,outlet_47,[SYNTHETIC] Reports of ASF activity in Egypt,synthetic
PADI-0016479,2021-09-10,2021-09-11,MAR,Morocco,ASF,African swine fever,0.325,False,Sus scrofa (wild boar),en,outlet_40,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016480,2021-09-08,2021-09-09,MAR,Morocco,ASF,African swine fever,0.695,True,Sus scrofa domesticus,en,outlet_34,[SYNTHETIC] Reports of ASF activity in Morocco,synthetic
PADI-0016481,2021-09-19,2021-09-20,FRA,France,ASF,African swine fever,0.48,True,Sus scrofa (wild boar),en,outlet_26,[SYNTHETIC] Reports of ASF activity in France,synthetic
PADI-0016482,2021-09-19,2021-09-20,DEU,Germany,ASF,African swine fever,0.782,True,Sus scrofa (wild boar),en,outlet_41,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016483,2021-09-13,2021-09-14,DEU,Germany,ASF,African swine fever,0.837,True,Sus scrofa domesticus,ru,outlet_29,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016484,2021-09-14,2021-09-15,DEU,Germany,ASF,African swine fever,0.612,True,Sus scrofa domesticus,fr,outlet_33,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016485,2021-09-18,2021-09-19,DEU,Germany,ASF,African swine fever,0.356,False,Sus scrofa (wild boar),en,outlet_35,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016486,2021-09-17,2021-09-18,DEU,Germany,ASF,African swine fever,0.722,True,Sus scrofa (wild boar),es,outlet_25,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016487,2021-09-19,2021-09-20,DEU,Germany,ASF,African swine fever,0.737,True,Sus scrofa domesticus,en,outlet_03,[SYNTHETIC] Reports of ASF activity in Germany,synthetic
PADI-0016488,2021-09-17,2021-09-18,BEL,Belgium,ASF,African swine fever,0.636,True,Sus scrofa (wild boar),ru,outlet_37,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016489,2021-09-13,2021-09-14,BEL,Belgium,ASF,African swine fever,0.76,True,Sus scrofa (wild boar),en,outlet_32,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016490,2021-09-18,2021-09-19,BEL,Belgium,ASF,African swine fever,0.47,True,Sus scrofa (wild boar),es,outlet_31,[SYNTHETIC] Reports of ASF activity in Belgium,synthetic
PADI-0016491,2021-09-14,2021-09-15,ITA,Italy,ASF,African swine fever,0.672,True,Sus scrofa (wild boar),en,outlet_08,[SYNTHETIC] Reports of ASF activity in Italy,synthetic
PADI-0016492,2021-09-13,2021-09-14,POL,Poland,ASF,African swine fever,0.675,True,Sus scrofa (wild boar),fr,outlet_03,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016493,2021-09-14,2021-09-15,POL,Poland,ASF,African swine fever,0.688,True,Sus scrofa (wild boar),fr,outlet_23,[SYNTHETIC] Reports of ASF activity in Poland,synthetic
PADI-0016494,2021-09-14,2021-09-15,HUN,Hungary,ASF,African swine fever,0.692,True,Sus scrofa (wild boar),ru,outlet_22,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016495,2021-09-16,2021-09-17,HUN,Hungary,ASF,African swine fever,0.776,True,Sus scrofa (wild boar),fr,outlet_13,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016496,2021-09-18,2021-09-19,HUN,Hungary,ASF,African swine fever,0.957,True,Sus scrofa domesticus,fr,outlet_32,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016497,2021-09-14,2021-09-15,HUN,Hungary,ASF,African swine fever,0.79,True,Sus scrofa domesticus,fr,outlet_43,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016498,2021-09-16,2021-09-17,HUN,Hungary,ASF,African swine fever,0.606,True,Sus scrofa (wild boar),fr,outlet_36,[SYNTHETIC] Reports of ASF activity in Hungary,synthetic
PADI-0016499,2021-09-19,2021-09-20,ROU,Romania,ASF,African swine fever,0.602,True,Sus scrofa domesticus,es,outlet_39,[SYNTHETIC] Reports of ASF activity in Romania,synthetic
PADI-0016500,2021-09-13,2021-09-14,BGR,Bulgaria,ASF,African swine fever,0.763,True,Sus scrofa (wild boar),ru,outlet_47,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016501,2021-09-15,2021-09-16,BGR,Bulgaria,ASF,African swine fever,0.497,True,Sus scrofa domesticus,ru,outlet_28,[SYNTHETIC] Reports of ASF activity in Bulgaria,synthetic
PADI-0016502,2021-09-13,2021-09-14,SRB,Serbia,ASF,African swine fever,0.425,False,Sus scrofa domesticus,fr,outlet_15,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016503,2021-09-18,2021-09-19,SRB,Serbia,ASF,African swine fever,0.476,True,Sus scrofa (wild boar),ru,outlet_16,[SYNTHETIC] Reports of ASF activity in Serbia,synthetic
PADI-0016504,2021-09-13,2021-09-14,UKR,Ukraine,ASF,African swine fever,0.848,True,Sus scrofa (wild boar),fr,outlet_42,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
PADI-0016505,2021-09-13,2021-09-14,UKR,Ukraine,ASF,African swine fever,0.176,False,Sus scrofa (wild boar),en,outlet_37,[SYNTHETIC] Reports of ASF activity in Ukraine,synthetic
