empresi_id,source_reference,upstream_source,disease,disease_code,country,iso3,latitude,longitude,observation_date,report_date,published_date,species,cases,deaths,status,data_realism
EMPRESI-ASF-0001737,WAHIS-ASF-ITA-2022-07-18-00,WAHIS,African swine fever,ASF,Italy,ITA,43.6135,10.0321,2022-07-23,2022-08-05,2022-08-11,Sus scrofa (wild boar),136,117,confirmed,synthetic
EMPRESI-ASF-0001748,WAHIS-ASF-BGR-2022-07-18-01,WAHIS,African swine fever,ASF,Bulgaria,BGR,43.0798,24.3593,2022-07-18,2022-08-05,2022-08-11,Sus scrofa (wild boar),365,318,confirmed,synthetic
EMPRESI-ASF-0001780,WAHIS-ASF-SRB-2022-07-25-02,WAHIS,African swine fever,ASF,Serbia,SRB,45.1996,22.1415,2022-07-29,2022-08-07,2022-08-11,Sus scrofa domesticus,235,204,confirmed,synthetic
EMPRESI-ASF-0001709,WAHIS-ASF-ITA-2022-07-11-00,WAHIS,African swine fever,ASF,Italy,ITA,43.5315,15.6776,2022-07-15,2022-08-02,2022-08-12,Sus scrofa (wild boar),64,59,confirmed,synthetic
EMPRESI-ASF-0001706,WAHIS-ASF-GEO-2022-07-04-00,WAHIS,African swine fever,ASF,Georgia,GEO,41.3285,44.2591,2022-07-06,2022-08-06,2022-08-12,Sus scrofa (wild boar),48,42,confirmed,synthetic
EMPRESI-ASF-0001775,WAHIS-ASF-ROU-2022-07-25-04,WAHIS,African swine fever,ASF,Romania,ROU,45.8377,22.1964,2022-07-28,2022-08-06,2022-08-12,Sus scrofa domesticus,38,37,confirmed,synthetic
EMPRESI-ASF-0001755,WAHIS-ASF-RUS-2022-07-18-01,WAHIS,African swine fever,ASF,Russian Federation,RUS,50.392,43.4494,2022-07-20,2022-08-07,2022-08-12,Sus scrofa (wild boar),129,121,confirmed,synthetic
EMPRESI-ASF-0001740,WAHIS-ASF-POL-2022-07-18-02,WAHIS,African swine fever,ASF,Poland,POL,51.4171,22.0933,2022-07-23,2022-07-30,2022-08-12,Sus scrofa (wild boar),125,110,confirmed,synthetic
EMPRESI-ASF-0001786,WAHIS-ASF-MDA-2022-07-25-02,WAHIS,African swine fever,ASF,Moldova,MDA,47.65,27.8731,2022-07-28,2022-08-03,2022-08-12,Sus scrofa domesticus,111,101,confirmed,synthetic
EMPRESI-ASF-0001796,WAHIS-ASF-FRA-2022-08-01-01,WAHIS,African swine fever,ASF,France,FRA,47.0629,1.0954,2022-08-02,2022-08-06,2022-08-13,Sus scrofa (wild boar),57,50,confirmed,synthetic
EMPRESI-ASF-0001693,WAHIS-ASF-POL-2022-07-04-00,WAHIS,African swine fever,ASF,Poland,POL,50.5797,16.4833,2022-07-07,2022-08-06,2022-08-13,Sus scrofa (wild boar),4,4,confirmed,synthetic
EMPRESI-ASF-0001758,WAHIS-ASF-DEU-2022-07-25-00,WAHIS,African swine fever,ASF,Germany,DEU,51.6562,6.3217,2022-07-26,2022-07-31,2022-08-13,Sus scrofa (wild boar),6,6,confirmed,synthetic
EMPRESI-ASF-0001804,WAHIS-ASF-POL-2022-08-01-00,WAHIS,African swine fever,ASF,Poland,POL,51.2855,16.8168,2022-08-01,2022-08-07,2022-08-15,Sus scrofa domesticus,60,52,confirmed,synthetic
EMPRESI-ASF-0001669,WAHIS-ASF-ROU-2022-06-20-00,WAHIS,African swine fever,ASF,Romania,ROU,45.8331,25.4951,2022-06-26,2022-08-02,2022-08-16,Sus scrofa (wild boar),66,59,confirmed,synthetic
EMPRESI-ASF-0001760,WAHIS-ASF-NLD-2022-07-25-00,WAHIS,African swine fever,ASF,Netherlands,NLD,52.514,6.7989,2022-07-28,2022-08-07,2022-08-16,Sus scrofa (wild boar),54,46,confirmed,synthetic
EMPRESI-ASF-0001791,WAHIS-ASF-TUR-2022-07-25-01,WAHIS,African swine fever,ASF,Türkiye,TUR,34.8782,33.0347,2022-07-29,2022-08-08,2022-08-16,Sus scrofa (wild boar),24,19,confirmed,synthetic
EMPRESI-ASF-0001687,WAHIS-ASF-RUS-2022-06-27-02,WAHIS,African swine fever,ASF,Russian Federation,RUS,61.3618,49.0326,2022-07-03,2022-08-02,2022-08-17,Sus scrofa domesticus,251,223,confirmed,synthetic
EMPRESI-ASF-0001793,WAHIS-ASF-GEO-2022-07-25-01,WAHIS,African swine fever,ASF,Georgia,GEO,40.9812,43.5245,2022-07-31,2022-08-11,2022-08-17,Sus scrofa domesticus,40,37,confirmed,synthetic
EMPRESI-ASF-0001762,WAHIS-ASF-NLD-2022-07-25-02,WAHIS,African swine fever,ASF,Netherlands,NLD,52.109,6.3115,2022-07-31,2022-08-12,2022-08-17,Sus scrofa domesticus,69,62,confirmed,synthetic
EMPRESI-ASF-0001769,WAHIS-ASF-HUN-2022-07-25-00,WAHIS,African swine fever,ASF,Hungary,HUN,46.2062,19.4302,2022-07-31,2022-08-13,2022-08-18,Sus scrofa (wild boar),59,53,confirmed,synthetic
EMPRESI-ASF-0001759,WAHIS-ASF-DEU-2022-07-25-01,WAHIS,African swine fever,ASF,Germany,DEU,51.5136,13.5838,2022-07-28,2022-08-07,2022-08-18,Sus scrofa (wild boar),482,424,confirmed,synthetic
EMPRESI-ASF-0001787,WAHIS-ASF-MDA-2022-07-25-03,WAHIS,African swine fever,ASF,Moldova,MDA,47.3889,29.6652,2022-07-29,2022-08-11,2022-08-18,Sus scrofa domesticus,81,73,confirmed,synthetic
EMPRESI-ASF-0001666,WAHIS-ASF-POL-2022-06-20-00,WAHIS,African swine fever,ASF,Poland,POL,52.29,19.5259,2022-06-22,2022-08-08,2022-08-18,Sus scrofa (wild boar),36,31,confirmed,synthetic
EMPRESI-ASF-0001718,WAHIS-ASF-ROU-2022-07-11-01,WAHIS,African swine fever,ASF,Romania,ROU,46.361,22.824,2022-07-17,2022-08-12,2022-08-18,Sus scrofa (wild boar),115,98,confirmed,synthetic
EMPRESI-ASF-0001671,WAHIS-ASF-MDA-2022-06-20-00,WAHIS,African swine fever,ASF,Moldova,MDA,47.1934,27.8084,2022-06-26,2022-08-13,2022-08-18,Sus scrofa (wild boar),29,23,confirmed,synthetic
EMPRESI-ASF-0001680,WAHIS-ASF-ROU-2022-06-27-00,WAHIS,African swine fever,ASF,Romania,ROU,45.5256,26.9567,2022-07-03,2022-08-09,2022-08-19,Sus scrofa domesticus,90,82,confirmed,synthetic
EMPRESI-ASF-0001795,WAHIS-ASF-FRA-2022-08-01-00,WAHIS,African swine fever,ASF,France,FRA,43.8316,5.3251,2022-08-02,2022-08-11,2022-08-19,Sus scrofa domesticus,191,164,confirmed,synthetic
EMPRESI-ASF-0001805,WAHIS-ASF-POL-2022-08-01-01,WAHIS,African swine fever,ASF,Poland,POL,50.8989,17.9286,2022-08-01,2022-08-13,2022-08-19,Sus scrofa (wild boar),37,33,confirmed,synthetic
EMPRESI-ASF-0001797,WAHIS-ASF-FRA-2022-08-01-02,WAHIS,African swine fever,ASF,France,FRA,50.195,3.6614,2022-08-07,2022-08-12,2022-08-19,Sus scrofa (wild boar),27,26,confirmed,synthetic
EMPRESI-ASF-0001739,WAHIS-ASF-POL-2022-07-18-01,WAHIS,African swine fever,ASF,Poland,POL,54.2518,19.7433,2022-07-24,2022-08-07,2022-08-19,Sus scrofa (wild boar),101,91,confirmed,synthetic
EMPRESI-ASF-0001776,WAHIS-ASF-ROU-2022-07-25-05,WAHIS,African swine fever,ASF,Romania,ROU,44.7875,27.0877,2022-07-28,2022-08-11,2022-08-19,Sus scrofa domesticus,30,26,confirmed,synthetic
EMPRESI-ASF-0001741,WAHIS-ASF-POL-2022-07-18-03,WAHIS,African swine fever,ASF,Poland,POL,52.4186,21.1314,2022-07-20,2022-08-14,2022-08-19,Sus scrofa domesticus,30,26,confirmed,synthetic
EMPRESI-ASF-0001801,WAHIS-ASF-ITA-2022-08-01-00,WAHIS,African swine fever,ASF,Italy,ITA,41.5616,10.9695,2022-08-06,2022-08-09,2022-08-20,Sus scrofa (wild boar),120,113,confirmed,synthetic
EMPRESI-ASF-0001685,WAHIS-ASF-RUS-2022-06-27-00,WAHIS,African swine fever,ASF,Russian Federation,RUS,57.5339,45.1084,2022-07-03,2022-08-05,2022-08-20,Sus scrofa domesticus,27,21,confirmed,synthetic
EMPRESI-ASF-0001699,WAHIS-ASF-MDA-2022-07-04-00,WAHIS,African swine fever,ASF,Moldova,MDA,48.0294,28.4203,2022-07-05,2022-08-14,2022-08-20,Sus scrofa (wild boar),42,40,confirmed,synthetic
EMPRESI-ASF-0001835,WAHIS-ASF-BEL-2022-08-08-01,WAHIS,African swine fever,ASF,Belgium,BEL,50.7324,3.9433,2022-08-13,2022-08-15,2022-08-20,Sus scrofa (wild boar),124,114,confirmed,synthetic
EMPRESI-ASF-0001744,WAHIS-ASF-HUN-2022-07-18-01,WAHIS,African swine fever,ASF,Hungary,HUN,46.5054,17.8292,2022-07-23,2022-08-10,2022-08-20,Sus scrofa (wild boar),1,1,confirmed,synthetic
EMPRESI-ASF-0001802,WAHIS-ASF-ITA-2022-08-01-01,WAHIS,African swine fever,ASF,Italy,ITA,42.9675,15.5649,2022-08-07,2022-08-12,2022-08-21,Sus scrofa (wild boar),152,132,confirmed,synthetic
EMPRESI-ASF-0001813,WAHIS-ASF-ROU-2022-08-01-04,WAHIS,African swine fever,ASF,Romania,ROU,47.0791,22.3994,2022-08-02,2022-08-14,2022-08-21,Sus scrofa (wild boar),272,241,confirmed,synthetic
EMPRESI-ASF-0001826,WAHIS-ASF-RUS-2022-08-01-00,WAHIS,African swine fever,ASF,Russian Federation,RUS,58.9125,46.8779,2022-08-07,2022-08-15,2022-08-21,Sus scrofa domesticus,82,75,confirmed,synthetic
EMPRESI-ASF-0001771,WAHIS-ASF-ROU-2022-07-25-00,WAHIS,African swine fever,ASF,Romania,ROU,46.6627,21.6422,2022-07-29,2022-08-11,2022-08-21,Sus scrofa (wild boar),31,26,confirmed,synthetic
EMPRESI-ASF-0001846,WAHIS-ASF-BGR-2022-08-08-01,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.3769,24.5392,2022-08-09,2022-08-13,2022-08-21,Sus scrofa (wild boar),64,62,confirmed,synthetic
EMPRESI-ASF-0001829,WAHIS-ASF-ISR-2022-08-01-00,WAHIS,African swine fever,ASF,Israel,ISR,31.9997,35.4674,2022-08-07,2022-08-14,2022-08-22,Sus scrofa domesticus,109,95,confirmed,synthetic
EMPRESI-ASF-0001745,WAHIS-ASF-ROU-2022-07-18-00,WAHIS,African swine fever,ASF,Romania,ROU,47.4952,27.127,2022-07-22,2022-08-16,2022-08-22,Sus scrofa (wild boar),79,71,confirmed,synthetic
EMPRESI-ASF-0001725,WAHIS-ASF-BGR-2022-07-11-04,WAHIS,African swine fever,ASF,Bulgaria,BGR,41.7832,24.3951,2022-07-12,2022-08-13,2022-08-22,Sus scrofa domesticus,38,33,confirmed,synthetic
EMPRESI-ASF-0001727,WAHIS-ASF-SRB-2022-07-11-01,WAHIS,African swine fever,ASF,Serbia,SRB,44.0072,19.1903,2022-07-15,2022-08-07,2022-08-22,Sus scrofa domesticus,95,86,confirmed,synthetic
EMPRESI-ASF-0001814,WAHIS-ASF-ROU-2022-08-01-05,WAHIS,African swine fever,ASF,Romania,ROU,45.9411,21.7347,2022-08-05,2022-08-13,2022-08-22,Sus scrofa (wild boar),40,32,confirmed,synthetic
EMPRESI-ASF-0001783,WAHIS-ASF-UKR-2022-07-25-00,WAHIS,African swine fever,ASF,Ukraine,UKR,48.2233,35.7603,2022-07-28,2022-08-12,2022-08-23,Sus scrofa domesticus,141,122,confirmed,synthetic
EMPRESI-ASF-0001743,WAHIS-ASF-HUN-2022-07-18-00,WAHIS,African swine fever,ASF,Hungary,HUN,46.3324,21.0586,2022-07-19,2022-08-14,2022-08-23,Sus scrofa domesticus,216,185,confirmed,synthetic
EMPRESI-ASF-0001800,WAHIS-ASF-BEL-2022-08-01-00,WAHIS,African swine fever,ASF,Belgium,BEL,51.2135,4.771,2022-08-02,2022-08-12,2022-08-23,Sus scrofa (wild boar),162,148,confirmed,synthetic
EMPRESI-ASF-0001790,WAHIS-ASF-TUR-2022-07-25-00,WAHIS,African swine fever,ASF,Türkiye,TUR,42.4034,35.722,2022-07-30,2022-08-15,2022-08-23,Sus scrofa domesticus,50,42,confirmed,synthetic
EMPRESI-ASF-0001777,WAHIS-ASF-ROU-2022-07-25-06,WAHIS,African swine fever,ASF,Romania,ROU,45.9207,25.408,2022-07-31,2022-08-15,2022-08-23,Sus scrofa domesticus,64,61,confirmed,synthetic
EMPRESI-ASF-0001866,WAHIS-ASF-GEO-2022-08-08-02,WAHIS,African swine fever,ASF,Georgia,GEO,43.206,42.676,2022-08-09,2022-08-17,2022-08-24,Sus scrofa (wild boar),7,7,confirmed,synthetic
EMPRESI-ASF-0001822,WAHIS-ASF-UKR-2022-08-01-01,WAHIS,African swine fever,ASF,Ukraine,UKR,45.3135,33.5892,2022-08-06,2022-08-17,2022-08-24,Sus scrofa domesticus,46,40,confirmed,synthetic
EMPRESI-ASF-0001828,WAHIS-ASF-TUR-2022-08-01-01,WAHIS,African swine fever,ASF,Türkiye,TUR,42.2915,38.2626,2022-08-02,2022-08-16,2022-08-25,Sus scrofa domesticus,209,184,confirmed,synthetic
EMPRESI-ASF-0001825,WAHIS-ASF-MDA-2022-08-01-00,WAHIS,African swine fever,ASF,Moldova,MDA,47.6346,27.9346,2022-08-06,2022-08-15,2022-08-25,Sus scrofa domesticus,43,30,confirmed,synthetic
EMPRESI-ASF-0001860,WAHIS-ASF-RUS-2022-08-08-01,WAHIS,African swine fever,ASF,Russian Federation,RUS,54.5237,35.2785,2022-08-09,2022-08-20,2022-08-25,Sus scrofa (wild boar),27,25,confirmed,synthetic
EMPRESI-ASF-0001799,WAHIS-ASF-DEU-2022-08-01-01,WAHIS,African swine fever,ASF,Germany,DEU,53.9875,8.7214,2022-08-07,2022-08-19,2022-08-25,Sus scrofa domesticus,73,64,confirmed,synthetic
EMPRESI-ASF-0001789,WAHIS-ASF-RUS-2022-07-25-01,WAHIS,African swine fever,ASF,Russian Federation,RUS,54.7648,38.8799,2022-07-29,2022-08-20,2022-08-26,Sus scrofa (wild boar),30,25,confirmed,synthetic
EMPRESI-ASF-0001774,WAHIS-ASF-ROU-2022-07-25-03,WAHIS,African swine fever,ASF,Romania,ROU,44.2968,24.4833,2022-07-27,2022-08-18,2022-08-26,Sus scrofa (wild boar),33,31,confirmed,synthetic
EMPRESI-ASF-0001915,WAHIS-ASF-TUN-2022-08-15-00,WAHIS,African swine fever,ASF,Tunisia,TUN,35.533,9.2215,2022-08-17,2022-08-20,2022-08-26,Sus scrofa (wild boar),3,3,confirmed,synthetic
EMPRESI-ASF-0001714,WAHIS-ASF-POL-2022-07-11-01,WAHIS,African swine fever,ASF,Poland,POL,50.9937,21.7444,2022-07-17,2022-08-18,2022-08-26,Sus scrofa domesticus,79,71,confirmed,synthetic
EMPRESI-ASF-0001862,WAHIS-ASF-TUR-2022-08-08-00,WAHIS,African swine fever,ASF,Türkiye,TUR,40.9169,40.0797,2022-08-12,2022-08-19,2022-08-26,Sus scrofa domesticus,32,29,confirmed,synthetic
EMPRESI-ASF-0001831,WAHIS-ASF-NLD-2022-08-08-00,WAHIS,African swine fever,ASF,Netherlands,NLD,51.8902,4.2811,2022-08-09,2022-08-19,2022-08-27,Sus scrofa (wild boar),76,71,confirmed,synthetic
EMPRESI-ASF-0001845,WAHIS-ASF-BGR-2022-08-08-00,WAHIS,African swine fever,ASF,Bulgaria,BGR,41.6188,25.7261,2022-08-13,2022-08-21,2022-08-27,Sus scrofa (wild boar),117,106,confirmed,synthetic
EMPRESI-ASF-0001806,WAHIS-ASF-POL-2022-08-01-02,WAHIS,African swine fever,ASF,Poland,POL,51.2924,15.0066,2022-08-05,2022-08-23,2022-08-28,Sus scrofa domesticus,92,84,confirmed,synthetic
EMPRESI-ASF-0001817,WAHIS-ASF-SRB-2022-08-01-00,WAHIS,African swine fever,ASF,Serbia,SRB,43.6101,20.3924,2022-08-06,2022-08-20,2022-08-28,Sus scrofa (wild boar),218,195,confirmed,synthetic
EMPRESI-ASF-0001852,WAHIS-ASF-SRB-2022-08-08-02,WAHIS,African swine fever,ASF,Serbia,SRB,42.6342,21.5687,2022-08-10,2022-08-15,2022-08-28,Sus scrofa (wild boar),72,64,confirmed,synthetic
EMPRESI-ASF-0001848,WAHIS-ASF-BGR-2022-08-08-03,WAHIS,African swine fever,ASF,Bulgaria,BGR,43.7209,24.7042,2022-08-09,2022-08-23,2022-08-29,Sus scrofa domesticus,254,217,confirmed,synthetic
EMPRESI-ASF-0001765,WAHIS-ASF-ITA-2022-07-25-01,WAHIS,African swine fever,ASF,Italy,ITA,41.6481,14.7305,2022-07-25,2022-08-20,2022-08-29,Sus scrofa domesticus,12,10,confirmed,synthetic
EMPRESI-ASF-0001764,WAHIS-ASF-ITA-2022-07-25-00,WAHIS,African swine fever,ASF,Italy,ITA,44.6917,14.7305,2022-07-27,2022-08-20,2022-08-29,Sus scrofa (wild boar),116,98,confirmed,synthetic
EMPRESI-ASF-0001843,WAHIS-ASF-ROU-2022-08-08-02,WAHIS,African swine fever,ASF,Romania,ROU,45.1773,25.5715,2022-08-14,2022-08-25,2022-08-29,Sus scrofa (wild boar),144,132,confirmed,synthetic
EMPRESI-ASF-0001887,WAHIS-ASF-HUN-2022-08-15-00,WAHIS,African swine fever,ASF,Hungary,HUN,45.7574,20.3002,2022-08-15,2022-08-23,2022-08-29,Sus scrofa (wild boar),117,105,confirmed,synthetic
EMPRESI-ASF-0001772,WAHIS-ASF-ROU-2022-07-25-01,WAHIS,African swine fever,ASF,Romania,ROU,44.7713,21.8515,2022-07-26,2022-08-23,2022-08-30,Sus scrofa (wild boar),148,131,confirmed,synthetic
EMPRESI-ASF-0001696,WAHIS-ASF-POL-2022-07-04-03,WAHIS,African swine fever,ASF,Poland,POL,49.5866,18.5748,2022-07-08,2022-08-24,2022-08-30,Sus scrofa (wild boar),66,54,confirmed,synthetic
EMPRESI-ASF-0001807,WAHIS-ASF-POL-2022-08-01-03,WAHIS,African swine fever,ASF,Poland,POL,53.993,16.2416,2022-08-01,2022-08-26,2022-08-30,Sus scrofa domesticus,78,66,confirmed,synthetic
EMPRESI-ASF-0001722,WAHIS-ASF-BGR-2022-07-11-01,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.6389,26.6029,2022-07-16,2022-08-23,2022-08-30,Sus scrofa (wild boar),62,58,confirmed,synthetic
EMPRESI-ASF-0001833,WAHIS-ASF-NLD-2022-08-08-02,WAHIS,African swine fever,ASF,Netherlands,NLD,52.6714,5.4163,2022-08-14,2022-08-19,2022-08-30,Sus scrofa (wild boar),71,62,confirmed,synthetic
EMPRESI-ASF-0001886,WAHIS-ASF-POL-2022-08-15-05,WAHIS,African swine fever,ASF,Poland,POL,50.2277,22.4924,2022-08-15,2022-08-21,2022-08-31,Sus scrofa (wild boar),52,45,confirmed,synthetic
EMPRESI-ASF-0001768,WAHIS-ASF-POL-2022-07-25-01,WAHIS,African swine fever,ASF,Poland,POL,53.4983,22.3367,2022-07-30,2022-08-24,2022-08-31,Sus scrofa (wild boar),78,70,confirmed,synthetic
EMPRESI-ASF-0001811,WAHIS-ASF-ROU-2022-08-01-02,WAHIS,African swine fever,ASF,Romania,ROU,44.5984,26.9204,2022-08-06,2022-08-20,2022-09-01,Sus scrofa (wild boar),61,58,confirmed,synthetic
EMPRESI-ASF-0001834,WAHIS-ASF-BEL-2022-08-08-00,WAHIS,African swine fever,ASF,Belgium,BEL,51.2047,4.4377,2022-08-11,2022-08-24,2022-09-01,Sus scrofa (wild boar),49,42,confirmed,synthetic
EMPRESI-ASF-0001809,WAHIS-ASF-ROU-2022-08-01-00,WAHIS,African swine fever,ASF,Romania,ROU,44.6586,23.5485,2022-08-02,2022-08-26,2022-09-01,Sus scrofa (wild boar),15,14,confirmed,synthetic
EMPRESI-ASF-0001871,WAHIS-ASF-DEU-2022-08-15-01,WAHIS,African swine fever,ASF,Germany,DEU,50.2754,9.8264,2022-08-17,2022-08-27,2022-09-01,Sus scrofa domesticus,124,111,confirmed,synthetic
EMPRESI-ASF-0001836,WAHIS-ASF-POL-2022-08-08-00,WAHIS,African swine fever,ASF,Poland,POL,53.2902,22.25,2022-08-10,2022-08-25,2022-09-02,Sus scrofa domesticus,41,37,confirmed,synthetic
EMPRESI-ASF-0001880,WAHIS-ASF-ITA-2022-08-15-01,WAHIS,African swine fever,ASF,Italy,ITA,43.4737,8.9634,2022-08-18,2022-08-25,2022-09-02,Sus scrofa (wild boar),2,2,confirmed,synthetic
EMPRESI-ASF-0001921,WAHIS-ASF-DEU-2022-08-22-00,WAHIS,African swine fever,ASF,Germany,DEU,49.2798,8.3847,2022-08-24,2022-08-27,2022-09-02,Sus scrofa (wild boar),112,104,confirmed,synthetic
EMPRESI-ASF-0001773,WAHIS-ASF-ROU-2022-07-25-02,WAHIS,African swine fever,ASF,Romania,ROU,46.0832,23.455,2022-07-25,2022-08-22,2022-09-02,Sus scrofa (wild boar),41,38,confirmed,synthetic
EMPRESI-ASF-0001881,WAHIS-ASF-POL-2022-08-15-00,WAHIS,African swine fever,ASF,Poland,POL,53.9353,22.3717,2022-08-17,2022-08-25,2022-09-02,Sus scrofa domesticus,96,82,confirmed,synthetic
EMPRESI-ASF-0001898,WAHIS-ASF-BGR-2022-08-15-02,WAHIS,African swine fever,ASF,Bulgaria,BGR,43.7158,26.3006,2022-08-19,2022-08-27,2022-09-03,Sus scrofa (wild boar),40,34,confirmed,synthetic
EMPRESI-ASF-0001838,WAHIS-ASF-POL-2022-08-08-02,WAHIS,African swine fever,ASF,Poland,POL,51.4736,23.3069,2022-08-12,2022-08-25,2022-09-03,Sus scrofa (wild boar),91,78,confirmed,synthetic
EMPRESI-ASF-0001919,WAHIS-ASF-FRA-2022-08-22-03,WAHIS,African swine fever,ASF,France,FRA,48.5031,4.5266,2022-08-22,2022-08-30,2022-09-04,Sus scrofa domesticus,222,202,confirmed,synthetic
EMPRESI-ASF-0001892,WAHIS-ASF-HUN-2022-08-15-05,WAHIS,African swine fever,ASF,Hungary,HUN,47.4037,18.7855,2022-08-21,2022-08-30,2022-09-04,Sus scrofa (wild boar),132,118,confirmed,synthetic
EMPRESI-ASF-0001891,WAHIS-ASF-HUN-2022-08-15-04,WAHIS,African swine fever,ASF,Hungary,HUN,48.3169,18.2494,2022-08-18,2022-08-24,2022-09-04,Sus scrofa (wild boar),1,1,confirmed,synthetic
EMPRESI-ASF-0001903,WAHIS-ASF-SRB-2022-08-15-03,WAHIS,African swine fever,ASF,Serbia,SRB,44.0699,20.941,2022-08-17,2022-08-29,2022-09-04,Sus scrofa domesticus,53,51,confirmed,synthetic
EMPRESI-ASF-0001877,WAHIS-ASF-BEL-2022-08-15-00,WAHIS,African swine fever,ASF,Belgium,BEL,51.1033,3.6083,2022-08-16,2022-08-28,2022-09-04,Sus scrofa domesticus,155,146,confirmed,synthetic
EMPRESI-ASF-0001885,WAHIS-ASF-POL-2022-08-15-04,WAHIS,African swine fever,ASF,Poland,POL,54.5828,19.482,2022-08-19,2022-08-26,2022-09-04,Sus scrofa (wild boar),102,93,confirmed,synthetic
EMPRESI-ASF-0001746,WAHIS-ASF-ROU-2022-07-18-01,WAHIS,African swine fever,ASF,Romania,ROU,48.3764,25.2268,2022-07-22,2022-08-27,2022-09-04,Sus scrofa (wild boar),122,104,confirmed,synthetic
EMPRESI-ASF-0001716,WAHIS-ASF-HUN-2022-07-11-01,WAHIS,African swine fever,ASF,Hungary,HUN,47.2711,21.7302,2022-07-12,2022-08-31,2022-09-05,Sus scrofa (wild boar),40,37,confirmed,synthetic
EMPRESI-ASF-0001910,WAHIS-ASF-RUS-2022-08-15-01,WAHIS,African swine fever,ASF,Russian Federation,RUS,52.4536,46.2299,2022-08-15,2022-08-31,2022-09-05,Sus scrofa domesticus,15,13,confirmed,synthetic
EMPRESI-ASF-0001938,WAHIS-ASF-POL-2022-08-22-05,WAHIS,African swine fever,ASF,Poland,POL,51.2061,17.7915,2022-08-24,2022-08-29,2022-09-05,Sus scrofa domesticus,123,105,confirmed,synthetic
EMPRESI-ASF-0001865,WAHIS-ASF-GEO-2022-08-08-01,WAHIS,African swine fever,ASF,Georgia,GEO,42.048,44.0869,2022-08-09,2022-08-31,2022-09-05,Sus scrofa (wild boar),57,52,confirmed,synthetic
EMPRESI-ASF-0001850,WAHIS-ASF-SRB-2022-08-08-00,WAHIS,African swine fever,ASF,Serbia,SRB,44.1375,20.0742,2022-08-13,2022-08-28,2022-09-05,Sus scrofa (wild boar),182,160,confirmed,synthetic
EMPRESI-ASF-0001808,WAHIS-ASF-HUN-2022-08-01-00,WAHIS,African swine fever,ASF,Hungary,HUN,48.0614,20.8617,2022-08-04,2022-08-26,2022-09-05,Sus scrofa domesticus,178,159,confirmed,synthetic
EMPRESI-ASF-0001883,WAHIS-ASF-POL-2022-08-15-02,WAHIS,African swine fever,ASF,Poland,POL,51.3918,16.9431,2022-08-21,2022-08-30,2022-09-05,Sus scrofa (wild boar),104,92,confirmed,synthetic
EMPRESI-ASF-0001856,WAHIS-ASF-MDA-2022-08-08-00,WAHIS,African swine fever,ASF,Moldova,MDA,46.5743,27.9322,2022-08-10,2022-08-29,2022-09-06,Sus scrofa (wild boar),142,129,confirmed,synthetic
EMPRESI-ASF-0001947,WAHIS-ASF-ROU-2022-08-22-04,WAHIS,African swine fever,ASF,Romania,ROU,43.936,27.1109,2022-08-24,2022-08-28,2022-09-06,Sus scrofa (wild boar),177,154,confirmed,synthetic
EMPRESI-ASF-0001821,WAHIS-ASF-UKR-2022-08-01-00,WAHIS,African swine fever,ASF,Ukraine,UKR,50.5769,36.3187,2022-08-06,2022-08-27,2022-09-06,Sus scrofa domesticus,223,192,confirmed,synthetic
EMPRESI-ASF-0001857,WAHIS-ASF-MDA-2022-08-08-01,WAHIS,African swine fever,ASF,Moldova,MDA,46.3612,28.2711,2022-08-10,2022-08-28,2022-09-07,Sus scrofa (wild boar),10,6,confirmed,synthetic
EMPRESI-ASF-0001872,WAHIS-ASF-DEU-2022-08-15-02,WAHIS,African swine fever,ASF,Germany,DEU,53.9255,9.1208,2022-08-21,2022-08-29,2022-09-07,Sus scrofa (wild boar),131,108,confirmed,synthetic
EMPRESI-ASF-0001849,WAHIS-ASF-BGR-2022-08-08-04,WAHIS,African swine fever,ASF,Bulgaria,BGR,43.1812,23.4562,2022-08-12,2022-08-25,2022-09-07,Sus scrofa (wild boar),146,131,confirmed,synthetic
EMPRESI-ASF-0001953,WAHIS-ASF-SRB-2022-08-22-00,WAHIS,African swine fever,ASF,Serbia,SRB,45.1931,22.1061,2022-08-23,2022-09-01,2022-09-08,Sus scrofa domesticus,6,5,confirmed,synthetic
EMPRESI-ASF-0001970,WAHIS-ASF-TUN-2022-08-22-00,WAHIS,African swine fever,ASF,Tunisia,TUN,32.9595,10.4996,2022-08-23,2022-08-30,2022-09-08,Sus scrofa (wild boar),202,169,confirmed,synthetic
EMPRESI-ASF-0001896,WAHIS-ASF-BGR-2022-08-15-00,WAHIS,African swine fever,ASF,Bulgaria,BGR,41.7216,24.1777,2022-08-18,2022-09-01,2022-09-08,Sus scrofa (wild boar),58,50,confirmed,synthetic
EMPRESI-ASF-0001950,WAHIS-ASF-BGR-2022-08-22-01,WAHIS,African swine fever,ASF,Bulgaria,BGR,42.2939,25.5169,2022-08-27,2022-09-03,2022-09-08,Sus scrofa (wild boar),173,151,confirmed,synthetic
EMPRESI-ASF-0001859,WAHIS-ASF-RUS-2022-08-08-00,WAHIS,African swine fever,ASF,Russian Federation,RUS,58.2658,42.7821,2022-08-12,2022-09-02,2022-09-08,Sus scrofa (wild boar),78,70,confirmed,synthetic
