item_id,board,first_seen_date,iso3,country,disease_code,n_articles_in_cluster,relevance,triage_state,data_realism
EIOS-MOCK-000534,Animal Health,2023-05-20,TUR,Türkiye,HPAI,2,0.476,under_review,mock
EIOS-MOCK-000535,Animal Health,2023-05-28,ESP,Spain,HPAI,3,0.444,under_review,mock
EIOS-MOCK-000536,Animal Health,2023-05-27,TUR,Türkiye,HPAI,5,0.28,new,mock
EIOS-MOCK-000537,Animal Health,2023-05-29,DEU,Germany,HPAI,5,0.282,under_review,mock
EIOS-MOCK-000538,Animal Health,2023-05-31,NLD,Netherlands,HPAI,3,0.282,new,mock
EIOS-MOCK-000539,Animal Health,2023-05-29,EGY,Egypt,HPAI,2,0.642,under_review,mock
EIOS-MOCK-000540,Animal Health,2023-06-11,BEL,Belgium,HPAI,5,0.527,new,mock
EIOS-MOCK-000541,Animal Health,2023-06-15,RUS,Russian Federation,HPAI,5,0.247,dismissed,mock
EIOS-MOCK-000542,Animal Health,2023-06-15,TUR,Türkiye,HPAI,5,0.585,new,mock
EIOS-MOCK-000543,Animal Health,2023-06-12,TUN,Tunisia,HPAI,4,0.733,dismissed,mock
EIOS-MOCK-000544,Animal Health,2023-06-21,FRA,France,HPAI,4,0.801,under_review,mock
EIOS-MOCK-000545,Animal Health,2023-06-22,ESP,Spain,HPAI,1,0.674,under_review,mock
EIOS-MOCK-000546,Animal Health,2023-06-22,BGR,Bulgaria,HPAI,5,0.523,dismissed,mock
EIOS-MOCK-000547,Animal Health,2023-06-25,SRB,Serbia,HPAI,4,0.647,new,mock
EIOS-MOCK-000548,Animal Health,2023-06-27,SRB,Serbia,HPAI,5,0.568,under_review,mock
EIOS-MOCK-000549,Animal Health,2023-06-30,UKR,Ukraine,HPAI,3,0.484,dismissed,mock
EIOS-MOCK-000550,Animal Health,2023-06-30,RUS,Russian Federation,HPAI,1,0.695,new,mock
EIOS-MOCK-000551,Animal Health,2023-07-01,TUN,Tunisia,HPAI,2,0.652,under_review,mock
EIOS-MOCK-000552,Animal Health,2023-07-07,DEU,Germany,HPAI,2,0.636,under_review,mock
EIOS-MOCK-000553,Animal Health,2023-07-04,BGR,Bulgaria,HPAI,6,0.586,dismissed,mock
EIOS-MOCK-000554,Animal Health,2023-07-09,MDA,Moldova,HPAI,4,0.428,dismissed,mock
EIOS-MOCK-000555,Animal Health,2023-07-03,RUS,Russian Federation,HPAI,1,0.534,new,mock
EIOS-MOCK-000556,Animal Health,2023-07-08,MAR,Morocco,HPAI,3,0.514,new,mock
EIOS-MOCK-000557,Animal Health,2023-07-16,ITA,Italy,HPAI,3,0.846,new,mock
EIOS-MOCK-000558,Animal Health,2023-07-16,ESP,Spain,HPAI,6,0.375,dismissed,mock
EIOS-MOCK-000559,Animal Health,2023-07-12,POL,Poland,HPAI,1,0.497,under_review,mock
EIOS-MOCK-000560,Animal Health,2023-07-10,TUR,Türkiye,HPAI,4,0.635,dismissed,mock
EIOS-MOCK-000561,Animal Health,2023-07-14,MAR,Morocco,HPAI,2,0.26,under_review,mock
EIOS-MOCK-000562,Animal Health,2023-07-22,BGR,Bulgaria,HPAI,3,0.106,dismissed,mock
EIOS-MOCK-000563,Animal Health,2023-07-18,TUR,Türkiye,HPAI,4,0.428,new,mock
EIOS-MOCK-000564,Animal Health,2023-07-17,EGY,Egypt,HPAI,4,0.5,new,mock
EIOS-MOCK-000565,Animal Health,2023-07-28,ESP,Spain,HPAI,5,0.783,under_review,mock
EIOS-MOCK-000566,Animal Health,2023-07-31,ITA,Italy,HPAI,4,0.767,new,mock
EIOS-MOCK-000567,Animal Health,2023-08-06,UKR,Ukraine,HPAI,2,0.659,new,mock
EIOS-MOCK-000568,Animal Health,2023-08-08,NLD,Netherlands,HPAI,2,0.724,under_review,mock
EIOS-MOCK-000569,Animal Health,2023-08-11,ITA,Italy,HPAI,1,0.687,under_review,mock
EIOS-MOCK-000570,Animal Health,2023-08-09,ESP,Spain,HPAI,2,0.533,new,mock
EIOS-MOCK-000571,Animal Health,2023-08-10,BGR,Bulgaria,HPAI,2,0.631,new,mock
EIOS-MOCK-000572,Animal Health,2023-08-07,SRB,Serbia,HPAI,3,0.739,new,mock
EIOS-MOCK-000573,Animal Health,2023-08-12,GEO,Georgia,HPAI,4,0.531,new,mock
EIOS-MOCK-000574,Animal Health,2023-08-17,HUN,Hungary,HPAI,3,0.422,new,mock
EIOS-MOCK-000575,Animal Health,2023-08-15,SRB,Serbia,HPAI,4,0.571,dismissed,mock
EIOS-MOCK-000576,Animal Health,2023-08-26,ITA,Italy,HPAI,5,0.542,dismissed,mock
EIOS-MOCK-000577,Animal Health,2023-08-23,SRB,Serbia,HPAI,2,0.712,new,mock
EIOS-MOCK-000578,Animal Health,2023-08-30,FRA,France,HPAI,2,0.488,dismissed,mock
EIOS-MOCK-000579,Animal Health,2023-09-02,DEU,Germany,HPAI,3,0.478,new,mock
EIOS-MOCK-000580,Animal Health,2023-08-29,MAR,Morocco,HPAI,1,0.356,under_review,mock
EIOS-MOCK-000581,Animal Health,2023-09-06,FRA,France,HPAI,1,0.576,new,mock
EIOS-MOCK-000582,Animal Health,2023-09-09,BEL,Belgium,HPAI,3,0.281,dismissed,mock
EIOS-MOCK-000583,Animal Health,2023-09-05,ITA,Italy,HPAI,5,0.352,new,mock
EIOS-MOCK-000584,Animal Health,2023-09-04,ESP,Spain,HPAI,3,0.545,under_review,mock
EIOS-MOCK-000585,Animal Health,2023-09-10,ROU,Romania,HPAI,4,0.697,new,mock
EIOS-MOCK-000586,Animal Health,2023-09-10,GEO,Georgia,HPAI,3,0.413,new,mock
EIOS-MOCK-000587,Animal Health,2023-09-09,EGY,Egypt,HPAI,4,0.819,new,mock
EIOS-MOCK-000588,Animal Health,2023-09-11,ROU,Romania,HPAI,5,0.353,dismissed,mock
EIOS-MOCK-000589,Animal Health,2023-09-13,SRB,Serbia,HPAI,2,0.409,dismissed,mock
EIOS-MOCK-000590,Animal Health,2023-09-19,UKR,Ukraine,HPAI,2,0.42,dismissed,mock
EIOS-MOCK-000591,Animal Health,2023-09-24,RUS,Russian Federation,HPAI,2,0.537,new,mock
EIOS-MOCK-000592,Animal Health,2023-09-23,TUR,Türkiye,HPAI,3,0.181,new,mock
EIOS-MOCK-000593,Animal Health,2023-09-24,ISR,Israel,HPAI,4,0.552,under_review,mock
EIOS-MOCK-000594,Animal Health,2023-09-22,EGY,Egypt,HPAI,4,0.832,dismissed,mock
EIOS-MOCK-000595,Animal Health,2023-09-27,ITA,Italy,HPAI,3,0.389,dismissed,mock
EIOS-MOCK-000596,Animal Health,2023-09-25,SRB,Serbia,HPAI,5,0.485,under_review,mock
EIOS-MOCK-000597,Animal Health,2023-09-26,ISR,Israel,HPAI,4,0.164,new,mock
EIOS-MOCK-000598,Animal Health,2023-10-06,UKR,Ukraine,HPAI,4,0.179,under_review,mock
EIOS-MOCK-000599,Animal Health,2023-10-06,EGY,Egypt,HPAI,2,0.479,dismissed,mock
EIOS-MOCK-000600,Animal Health,2023-10-10,HUN,Hungary,HPAI,7,0.237,new,mock
EIOS-MOCK-000601,Animal Health,2023-10-11,ROU,Romania,HPAI,2,0.198,new,mock
EIOS-MOCK-000602,Animal Health,2023-10-10,BGR,Bulgaria,HPAI,4,0.814,under_review,mock
EIOS-MOCK-000603,Animal Health,2023-10-12,UKR,Ukraine,HPAI,2,0.744,dismissed,mock
EIOS-MOCK-000604,Animal Health,2023-10-13,MDA,Moldova,HPAI,3,0.584,new,mock
EIOS-MOCK-000605,Animal Health,2023-10-17,NLD,Netherlands,HPAI,4,0.407,under_review,mock
EIOS-MOCK-000606,Animal Health,2023-10-17,SRB,Serbia,HPAI,6,0.564,new,mock
EIOS-MOCK-000607,Animal Health,2023-10-24,NLD,Netherlands,HPAI,2,0.521,new,mock
EIOS-MOCK-000608,Animal Health,2023-10-27,RUS,Russian Federation,HPAI,3,0.684,new,mock
EIOS-MOCK-000609,Animal Health,2023-10-27,TUR,Türkiye,HPAI,5,0.583,dismissed,mock
EIOS-MOCK-000610,Animal Health,2023-10-26,EGY,Egypt,HPAI,8,0.364,new,mock
EIOS-MOCK-000611,Animal Health,2023-11-04,DEU,Germany,HPAI,5,0.514,dismissed,mock
EIOS-MOCK-000612,Animal Health,2023-10-31,ESP,Spain,HPAI,5,0.638,under_review,mock
EIOS-MOCK-000613,Animal Health,2023-10-30,GEO,Georgia,HPAI,4,0.351,new,mock
EIOS-MOCK-000614,Animal Health,2023-11-02,EGY,Egypt,HPAI,3,0.495,new,mock
EIOS-MOCK-000615,Animal Health,2023-11-09,ITA,Italy,HPAI,1,0.503,new,mock
EIOS-MOCK-000616,Animal Health,2023-11-14,BGR,Bulgaria,HPAI,3,0.219,under_review,mock
EIOS-MOCK-000617,Animal Health,2023-11-14,TUR,Türkiye,HPAI,3,0.571,new,mock
EIOS-MOCK-000618,Animal Health,2023-11-24,DEU,Germany,HPAI,2,0.586,dismissed,mock
EIOS-MOCK-000619,Animal Health,2023-11-23,ITA,Italy,HPAI,5,0.344,under_review,mock
EIOS-MOCK-000620,Animal Health,2023-11-26,ROU,Romania,HPAI,2,0.283,under_review,mock
EIOS-MOCK-000621,Animal Health,2023-11-26,SRB,Serbia,HPAI,1,0.445,new,mock
EIOS-MOCK-000622,Animal Health,2023-11-21,UKR,Ukraine,HPAI,3,0.749,dismissed,mock
EIOS-MOCK-000623,Animal Health,2023-11-28,BEL,Belgium,HPAI,1,0.405,new,mock
EIOS-MOCK-000624,Animal Health,2023-12-01,GEO,Georgia,HPAI,3,0.316,dismissed,mock
EIOS-MOCK-000625,Animal Health,2023-12-02,ISR,Israel,HPAI,5,0.601,under_review,mock
EIOS-MOCK-000626,Animal Health,2023-12-10,DEU,Germany,HPAI,2,0.465,under_review,mock
EIOS-MOCK-000627,Animal Health,2023-12-14,ISR,Israel,HPAI,3,0.568,under_review,mock
EIOS-MOCK-000628,Animal Health,2023-12-19,HUN,Hungary,HPAI,3,0.384,new,mock
EIOS-MOCK-000629,Animal Health,2023-12-22,RUS,Russian Federation,HPAI,2,0.516,new,mock
EIOS-MOCK-000630,Animal Health,2023-12-31,FRA,France,HPAI,2,0.811,under_review,mock
EIOS-MOCK-000631,Animal Health,2023-12-30,HUN,Hungary,HPAI,5,0.16,new,mock
EIOS-MOCK-000632,Animal Health,2023-12-31,MDA,Moldova,HPAI,2,0.226,new,mock
EIOS-MOCK-000633,Animal Health,2023-12-27,ISR,Israel,HPAI,4,0.575,dismissed,mock
EIOS-MOCK-000634,Animal Health,2024-01-06,FRA,France,HPAI,3,0.847,under_review,mock
EIOS-MOCK-000635,Animal Health,2024-01-07,NLD,Netherlands,HPAI,6,0.775,new,mock
EIOS-MOCK-000636,Animal Health,2024-01-07,ESP,Spain,HPAI,6,0.853,new,mock
EIOS-MOCK-000637,Animal Health,2024-01-02,HUN,Hungary,HPAI,2,0.607,under_review,mock
EIOS-MOCK-000638,Animal Health,2024-01-02,SRB,Serbia,HPAI,1,0.497,new,mock
EIOS-MOCK-000639,Animal Health,2024-01-04,TUR,Türkiye,HPAI,3,0.8,new,mock
EIOS-MOCK-000640,Animal Health,2024-01-11,FRA,France,HPAI,3,0.321,dismissed,mock
EIOS-MOCK-000641,Animal Health,2024-01-11,DEU,Germany,HPAI,3,0.509,dismissed,mock
EIOS-MOCK-000642,Animal Health,2024-01-11,SRB,Serbia,HPAI,1,0.251,under_review,mock
EIOS-MOCK-000643,Animal Health,2024-01-11,UKR,Ukraine,HPAI,4,0.444,under_review,mock
EIOS-MOCK-000644,Animal Health,2024-01-08,RUS,Russian Federation,HPAI,5,0.41,new,mock
EIOS-MOCK-000645,Animal Health,2024-01-17,FRA,France,HPAI,2,0.343,under_review,mock
EIOS-MOCK-000646,Animal Health,2024-01-21,MDA,Moldova,HPAI,2,0.711,dismissed,mock
EIOS-MOCK-000647,Animal Health,2024-01-19,GEO,Georgia,HPAI,3,0.383,new,mock
EIOS-MOCK-000648,Animal Health,2024-01-28,POL,Poland,HPAI,7,0.721,new,mock
EIOS-MOCK-000649,Animal Health,2024-01-23,BGR,Bulgaria,HPAI,3,0.262,new,mock
EIOS-MOCK-000650,Animal Health,2024-01-26,UKR,Ukraine,HPAI,5,0.549,new,mock
EIOS-MOCK-000651,Animal Health,2024-01-28,MAR,Morocco,HPAI,7,0.672,under_review,mock
EIOS-MOCK-000652,Animal Health,2024-01-31,DEU,Germany,HPAI,4,0.623,under_review,mock
EIOS-MOCK-000653,Animal Health,2024-01-29,ITA,Italy,HPAI,4,0.495,new,mock
EIOS-MOCK-000654,Animal Health,2024-01-31,SRB,Serbia,HPAI,2,0.329,new,mock
EIOS-MOCK-000655,Animal Health,2024-02-13,FRA,France,HPAI,4,0.358,under_review,mock
EIOS-MOCK-000656,Animal Health,2024-02-12,DEU,Germany,HPAI,4,0.583,new,mock
EIOS-MOCK-000657,Animal Health,2024-02-15,ITA,Italy,HPAI,3,0.732,dismissed,mock
EIOS-MOCK-000658,Animal Health,2024-02-15,GEO,Georgia,HPAI,4,0.688,dismissed,mock
EIOS-MOCK-000659,Animal Health,2024-02-20,POL,Poland,HPAI,3,0.348,new,mock
EIOS-MOCK-000660,Animal Health,2024-02-23,HUN,Hungary,HPAI,3,0.63,under_review,mock
EIOS-MOCK-000661,Animal Health,2024-02-25,ROU,Romania,HPAI,2,0.547,new,mock
EIOS-MOCK-000662,Animal Health,2024-02-20,UKR,Ukraine,HPAI,4,0.548,new,mock
EIOS-MOCK-000663,Animal Health,2024-02-28,DEU,Germany,HPAI,8,0.445,new,mock
EIOS-MOCK-000664,Animal Health,2024-02-28,BGR,Bulgaria,HPAI,2,0.498,under_review,mock
EIOS-MOCK-000665,Animal Health,2024-02-26,TUR,Türkiye,HPAI,2,0.589,new,mock
EIOS-MOCK-000666,Animal Health,2024-02-28,GEO,Georgia,HPAI,4,0.7,new,mock
EIOS-MOCK-000667,Animal Health,2024-03-02,MAR,Morocco,HPAI,1,0.138,dismissed,mock
EIOS-MOCK-000668,Animal Health,2024-03-04,HUN,Hungary,HPAI,3,0.577,new,mock
EIOS-MOCK-000669,Animal Health,2024-03-08,SRB,Serbia,HPAI,4,0.367,new,mock
EIOS-MOCK-000670,Animal Health,2024-03-10,UKR,Ukraine,HPAI,4,0.194,new,mock
EIOS-MOCK-000671,Animal Health,2024-03-07,TUR,Türkiye,HPAI,5,0.557,under_review,mock
EIOS-MOCK-000672,Animal Health,2024-03-08,GEO,Georgia,HPAI,2,0.342,new,mock
EIOS-MOCK-000673,Animal Health,2024-03-16,FRA,France,HPAI,2,0.51,new,mock
EIOS-MOCK-000674,Animal Health,2024-03-13,ESP,Spain,HPAI,6,0.338,dismissed,mock
EIOS-MOCK-000675,Animal Health,2024-03-11,POL,Poland,HPAI,6,0.452,new,mock
EIOS-MOCK-000676,Animal Health,2024-03-12,TUR,Türkiye,HPAI,2,0.706,under_review,mock
EIOS-MOCK-000677,Animal Health,2024-03-13,MAR,Morocco,HPAI,5,0.318,dismissed,mock
EIOS-MOCK-000678,Animal Health,2024-03-18,BEL,Belgium,HPAI,3,0.577,dismissed,mock
EIOS-MOCK-000679,Animal Health,2024-03-18,ESP,Spain,HPAI,2,0.659,under_review,mock
EIOS-MOCK-000680,Animal Health,2024-03-28,FRA,France,HPAI,3,0.799,new,mock
EIOS-MOCK-000681,Animal Health,2024-03-26,NLD,Netherlands,HPAI,5,0.592,new,mock
EIOS-MOCK-000682,Animal Health,2024-03-28,BGR,Bulgaria,HPAI,2,0.742,dismissed,mock
EIOS-MOCK-000683,Animal Health,2024-03-29,MDA,Moldova,HPAI,2,0.232,new,mock
EIOS-MOCK-000684,Animal Health,2024-03-27,GEO,Georgia,HPAI,6,0.082,new,mock
EIOS-MOCK-000685,Animal Health,2024-04-03,DEU,Germany,HPAI,2,0.709,under_review,mock
EIOS-MOCK-000686,Animal Health,2024-04-01,BEL,Belgium,HPAI,3,0.348,new,mock
EIOS-MOCK-000687,Animal Health,2024-04-06,GEO,Georgia,HPAI,3,0.693,under_review,mock
EIOS-MOCK-000688,Animal Health,2024-04-04,ISR,Israel,HPAI,8,0.45,new,mock
EIOS-MOCK-000689,Animal Health,2024-04-08,BEL,Belgium,HPAI,2,0.515,under_review,mock
EIOS-MOCK-000690,Animal Health,2024-04-17,POL,Poland,HPAI,3,0.374,new,mock
EIOS-MOCK-000691,Animal Health,2024-04-18,UKR,Ukraine,HPAI,2,0.32,new,mock
EIOS-MOCK-000692,Animal Health,2024-04-16,MAR,Morocco,HPAI,4,0.687,under_review,mock
EIOS-MOCK-000693,Animal Health,2024-04-26,NLD,Netherlands,HPAI,2,0.642,new,mock
EIOS-MOCK-000694,Animal Health,2024-04-22,ESP,Spain,HPAI,4,0.514,under_review,mock
EIOS-MOCK-000695,Animal Health,2024-04-22,GEO,Georgia,HPAI,4,0.639,new,mock
EIOS-MOCK-000696,Animal Health,2024-04-22,EGY,Egypt,HPAI,3,0.323,new,mock
EIOS-MOCK-000697,Animal Health,2024-04-30,NLD,Netherlands,HPAI,3,0.339,new,mock
EIOS-MOCK-000698,Animal Health,2024-04-29,SRB,Serbia,HPAI,6,0.552,new,mock
EIOS-MOCK-000699,Animal Health,2024-05-06,BEL,Belgium,HPAI,5,0.553,under_review,mock
EIOS-MOCK-000700,Animal Health,2024-05-08,ITA,Italy,HPAI,1,0.172,new,mock
EIOS-MOCK-000701,Animal Health,2024-05-10,POL,Poland,HPAI,8,0.303,new,mock
EIOS-MOCK-000702,Animal Health,2024-05-07,UKR,Ukraine,HPAI,1,0.312,new,mock
EIOS-MOCK-000703,Animal Health,2024-05-09,MDA,Moldova,HPAI,2,0.515,new,mock
EIOS-MOCK-000704,Animal Health,2024-05-12,MAR,Morocco,HPAI,6,0.489,dismissed,mock
EIOS-MOCK-000705,Animal Health,2024-05-18,ITA,Italy,HPAI,4,0.14,new,mock
EIOS-MOCK-000706,Animal Health,2024-05-15,EGY,Egypt,HPAI,3,0.399,new,mock
EIOS-MOCK-000707,Animal Health,2024-05-15,TUN,Tunisia,HPAI,6,0.679,new,mock
EIOS-MOCK-000708,Animal Health,2024-05-23,NLD,Netherlands,HPAI,3,0.453,new,mock
EIOS-MOCK-000709,Animal Health,2024-05-21,ROU,Romania,HPAI,3,0.345,dismissed,mock
EIOS-MOCK-000710,Animal Health,2024-05-23,GEO,Georgia,HPAI,6,0.395,under_review,mock
EIOS-MOCK-000711,Animal Health,2024-05-26,ISR,Israel,HPAI,3,0.366,new,mock
EIOS-MOCK-000712,Animal Health,2024-05-28,ITA,Italy,HPAI,3,0.647,under_review,mock
EIOS-MOCK-000713,Animal Health,2024-05-28,SRB,Serbia,HPAI,4,0.806,under_review,mock
EIOS-MOCK-000714,Animal Health,2024-06-07,ROU,Romania,HPAI,4,0.85,new,mock
EIOS-MOCK-000715,Animal Health,2024-06-07,RUS,Russian Federation,HPAI,3,0.543,under_review,mock
EIOS-MOCK-000716,Animal Health,2024-06-08,GEO,Georgia,HPAI,5,0.33,new,mock
EIOS-MOCK-000717,Animal Health,2024-06-07,TUN,Tunisia,HPAI,6,0.869,dismissed,mock
EIOS-MOCK-000718,Animal Health,2024-06-14,FRA,France,HPAI,4,0.409,under_review,mock
EIOS-MOCK-000719,Animal Health,2024-06-15,ESP,Spain,HPAI,6,0.694,under_review,mock
EIOS-MOCK-000720,Animal Health,2024-06-13,RUS,Russian Federation,HPAI,2,0.367,new,mock
EIOS-MOCK-000721,Animal Health,2024-06-15,TUN,Tunisia,HPAI,3,0.474,dismissed,mock
EIOS-MOCK-000722,Animal Health,2024-06-26,FRA,France,HPAI,1,0.688,new,mock
EIOS-MOCK-000723,Animal Health,2024-06-26,BGR,Bulgaria,HPAI,2,0.284,under_review,mock
EIOS-MOCK-000724,Animal Health,2024-06-29,SRB,Serbia,HPAI,2,0.424,new,mock
EIOS-MOCK-000725,Animal Health,2024-06-25,UKR,Ukraine,HPAI,4,0.368,under_review,mock
EIOS-MOCK-000726,Animal Health,2024-06-30,RUS,Russian Federation,HPAI,5,0.556,under_review,mock
EIOS-MOCK-000727,Animal Health,2024-06-24,GEO,Georgia,HPAI,3,0.411,new,mock
EIOS-MOCK-000728,Animal Health,2024-06-27,EGY,Egypt,HPAI,3,0.364,new,mock
EIOS-MOCK-000729,Animal Health,2024-07-01,HUN,Hungary,HPAI,4,0.219,dismissed,mock
EIOS-MOCK-000730,Animal Health,2024-07-03,ROU,Romania,HPAI,2,0.341,new,mock
EIOS-MOCK-000731,Animal Health,2024-07-04,ISR,Israel,HPAI,6,0.504,new,mock
EIOS-MOCK-000732,Animal Health,2024-07-01,EGY,Egypt,HPAI,2,0.559,new,mock
EIOS-MOCK-000733,Animal Health,2024-07-08,BEL,Belgium,HPAI,3,0.723,new,mock
EIOS-MOCK-000734,Animal Health,2024-07-09,HUN,Hungary,HPAI,3,0.052,under_review,mock
EIOS-MOCK-000735,Animal Health,2024-07-09,TUN,Tunisia,HPAI,3,0.453,new,mock
EIOS-MOCK-000736,Animal Health,2024-07-20,NLD,Netherlands,HPAI,2,0.832,under_review,mock
EIOS-MOCK-000737,Animal Health,2024-07-19,ESP,Spain,HPAI,3,0.783,under_review,mock
EIOS-MOCK-000738,Animal Health,2024-07-16,HUN,Hungary,HPAI,4,0.758,dismissed,mock
EIOS-MOCK-000739,Animal Health,2024-07-19,SRB,Serbia,HPAI,3,0.446,under_review,mock
EIOS-MOCK-000740,Animal Health,2024-07-19,UKR,Ukraine,HPAI,2,0.436,new,mock
EIOS-MOCK-000741,Animal Health,2024-07-27,NLD,Netherlands,HPAI,3,0.141,new,mock
EIOS-MOCK-000742,Animal Health,2024-07-25,ESP,Spain,HPAI,5,0.354,under_review,mock
EIOS-MOCK-000743,Animal Health,2024-07-24,ROU,Romania,HPAI,4,0.577,new,mock
EIOS-MOCK-000744,Animal Health,2024-07-27,ISR,Israel,HPAI,5,0.361,under_review,mock
EIOS-MOCK-000745,Animal Health,2024-08-04,POL,Poland,HPAI,5,0.76,dismissed,mock
EIOS-MOCK-000746,Animal Health,2024-08-01,HUN,Hungary,HPAI,3,0.431,under_review,mock
EIOS-MOCK-000747,Animal Health,2024-08-03,MAR,Morocco,HPAI,8,0.391,new,mock
EIOS-MOCK-000748,Animal Health,2024-08-06,DEU,Germany,HPAI,5,0.418,new,mock
EIOS-MOCK-000749,Animal Health,2024-08-09,NLD,Netherlands,HPAI,4,0.453,new,mock
EIOS-MOCK-000750,Animal Health,2024-08-10,RUS,Russian Federation,HPAI,3,0.797,new,mock
EIOS-MOCK-000751,Animal Health,2024-08-09,TUR,Türkiye,HPAI,3,0.513,under_review,mock
EIOS-MOCK-000752,Animal Health,2024-08-11,EGY,Egypt,HPAI,1,0.889,dismissed,mock
EIOS-MOCK-000753,Animal Health,2024-08-08,MAR,Morocco,HPAI,6,0.472,dismissed,mock
EIOS-MOCK-000754,Animal Health,2024-08-17,HUN,Hungary,HPAI,6,0.315,under_review,mock
EIOS-MOCK-000755,Animal Health,2024-08-24,SRB,Serbia,HPAI,3,0.495,dismissed,mock
EIOS-MOCK-000756,Animal Health,2024-08-21,MDA,Moldova,HPAI,5,0.178,under_review,mock
EIOS-MOCK-000757,Animal Health,2024-08-31,NLD,Netherlands,HPAI,4,0.467,dismissed,mock
EIOS-MOCK-000758,Animal Health,2024-08-30,BEL,Belgium,HPAI,3,0.187,under_review,mock
EIOS-MOCK-000759,Animal Health,2024-08-30,BGR,Bulgaria,HPAI,3,0.257,new,mock
EIOS-MOCK-000760,Animal Health,2024-09-03,NLD,Netherlands,HPAI,1,0.405,new,mock
EIOS-MOCK-000761,Animal Health,2024-09-03,ITA,Italy,HPAI,4,0.644,dismissed,mock
EIOS-MOCK-000762,Animal Health,2024-09-08,POL,Poland,HPAI,5,0.75,dismissed,mock
EIOS-MOCK-000763,Animal Health,2024-09-07,RUS,Russian Federation,HPAI,3,0.884,dismissed,mock
EIOS-MOCK-000764,Animal Health,2024-09-08,GEO,Georgia,HPAI,3,0.754,new,mock
EIOS-MOCK-000765,Animal Health,2024-09-05,ISR,Israel,HPAI,5,0.888,new,mock
EIOS-MOCK-000766,Animal Health,2024-09-07,MAR,Morocco,HPAI,1,0.374,under_review,mock
EIOS-MOCK-000767,Animal Health,2024-09-10,ITA,Italy,HPAI,4,0.71,new,mock
EIOS-MOCK-000768,Animal Health,2024-09-14,RUS,Russian Federation,HPAI,5,0.575,new,mock
EIOS-MOCK-000769,Animal Health,2024-09-17,RUS,Russian Federation,HPAI,6,0.141,new,mock
EIOS-MOCK-000770,Animal Health,2024-09-17,TUR,Türkiye,HPAI,3,0.565,dismissed,mock
EIOS-MOCK-000771,Animal Health,2024-09-16,EGY,Egypt,HPAI,3,0.686,new,mock
EIOS-MOCK-000772,Animal Health,2024-10-04,ITA,Italy,HPAI,3,0.782,dismissed,mock
EIOS-MOCK-000773,Animal Health,2024-10-01,GEO,Georgia,HPAI,4,0.78,new,mock
EIOS-MOCK-000774,Animal Health,2024-10-11,HUN,Hungary,HPAI,4,0.624,new,mock
EIOS-MOCK-000775,Animal Health,2024-10-09,EGY,Egypt,HPAI,2,0.735,new,mock
EIOS-MOCK-000776,Animal Health,2024-10-13,MAR,Morocco,HPAI,1,0.766,under_review,mock
EIOS-MOCK-000777,Animal Health,2024-10-20,BGR,Bulgaria,HPAI,2,0.613,new,mock
EIOS-MOCK-000778,Animal Health,2024-10-18,TUR,Türkiye,HPAI,3,0.15,new,mock
EIOS-MOCK-000779,Animal Health,2024-10-26,RUS,Russian Federation,HPAI,2,0.146,new,mock
EIOS-MOCK-000780,Animal Health,2024-11-03,DEU,Germany,HPAI,4,0.811,dismissed,mock
EIOS-MOCK-000781,Animal Health,2024-11-02,ESP,Spain,HPAI,6,0.43,dismissed,mock
EIOS-MOCK-000782,Animal Health,2024-10-28,ROU,Romania,HPAI,4,0.525,new,mock
EIOS-MOCK-000783,Animal Health,2024-11-02,TUR,Türkiye,HPAI,3,0.695,new,mock
EIOS-MOCK-000784,Animal Health,2024-10-29,MAR,Morocco,HPAI,5,0.274,new,mock
EIOS-MOCK-000785,Animal Health,2024-11-07,EGY,Egypt,HPAI,3,0.507,under_review,mock
EIOS-MOCK-000786,Animal Health,2024-11-16,SRB,Serbia,HPAI,4,0.605,under_review,mock
EIOS-MOCK-000787,Animal Health,2024-11-17,MAR,Morocco,HPAI,3,0.55,under_review,mock
EIOS-MOCK-000788,Animal Health,2024-11-18,ITA,Italy,HPAI,7,0.711,under_review,mock
EIOS-MOCK-000789,Animal Health,2024-11-24,SRB,Serbia,HPAI,1,0.338,new,mock
EIOS-MOCK-000790,Animal Health,2024-11-19,GEO,Georgia,HPAI,4,0.472,new,mock
EIOS-MOCK-000791,Animal Health,2024-11-30,NLD,Netherlands,HPAI,1,0.717,new,mock
EIOS-MOCK-000792,Animal Health,2024-11-26,MDA,Moldova,HPAI,6,0.532,new,mock
EIOS-MOCK-000793,Animal Health,2024-12-08,DEU,Germany,HPAI,4,0.423,dismissed,mock
EIOS-MOCK-000794,Animal Health,2024-12-08,POL,Poland,HPAI,3,0.377,under_review,mock
EIOS-MOCK-000795,Animal Health,2024-12-03,HUN,Hungary,HPAI,4,0.787,under_review,mock
EIOS-MOCK-000796,Animal Health,2024-12-07,ROU,Romania,HPAI,2,0.5,new,mock
EIOS-MOCK-000797,Animal Health,2024-12-05,RUS,Russian Federation,HPAI,4,0.337,under_review,mock
EIOS-MOCK-000798,Animal Health,2024-12-06,ISR,Israel,HPAI,4,0.194,new,mock
EIOS-MOCK-000799,Animal Health,2024-12-12,ITA,Italy,HPAI,1,0.318,under_review,mock
EIOS-MOCK-000800,Animal Health,2024-12-11,HUN,Hungary,HPAI,4,0.811,new,mock
