post_id,archive_number,published_date,iso3,country,disease_code,subject,curator_comment_present,confidence,data_realism
PROMED-000387,2024000387.0387,2024-12-29,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000388,2024000388.0388,2025-01-04,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000389,2024000389.0389,2025-01-03,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,confirmed,synthetic
PROMED-000390,2024000390.0390,2025-01-06,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,suspected,synthetic
PROMED-000391,2024000391.0391,2025-01-16,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,suspected,synthetic
PROMED-000392,2024000392.0392,2025-01-11,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,suspected,synthetic
PROMED-000393,2024000393.0393,2025-01-17,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,confirmed,synthetic
PROMED-000394,2024000394.0394,2025-01-12,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",False,unverified,synthetic
PROMED-000395,2024000395.0395,2025-01-17,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000396,2024000396.0396,2025-01-10,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,confirmed,synthetic
PROMED-000397,2024000397.0397,2025-01-16,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000398,2024000398.0398,2025-01-17,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,unverified,synthetic
PROMED-000399,2024000399.0399,2025-01-21,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,unverified,synthetic
PROMED-000400,2024000400.0400,2025-01-23,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,unverified,synthetic
PROMED-000401,2024000401.0401,2025-01-26,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000402,2024000402.0402,2025-01-26,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000403,2024000403.0403,2025-01-30,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",True,confirmed,synthetic
PROMED-000404,2024000404.0404,2025-01-28,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,suspected,synthetic
PROMED-000405,2024000405.0405,2025-01-26,ISR,Israel,HPAI,"[SYNTHETIC] HPAI, animal - Israel",True,confirmed,synthetic
PROMED-000406,2024000406.0406,2025-01-29,MAR,Morocco,HPAI,"[SYNTHETIC] HPAI, animal - Morocco",False,unverified,synthetic
PROMED-000407,2024000407.0407,2025-02-02,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,suspected,synthetic
PROMED-000408,2024000408.0408,2025-02-07,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,suspected,synthetic
PROMED-000409,2024000409.0409,2025-02-08,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000410,2024000410.0410,2025-02-05,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000411,2024000411.0411,2025-02-14,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,unverified,synthetic
PROMED-000412,2024000412.0412,2025-02-07,MAR,Morocco,HPAI,"[SYNTHETIC] HPAI, animal - Morocco",True,suspected,synthetic
PROMED-000413,2024000413.0413,2025-02-26,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,suspected,synthetic
PROMED-000414,2024000414.0414,2025-03-05,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",False,unverified,synthetic
PROMED-000415,2024000415.0415,2025-03-12,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000416,2024000416.0416,2025-03-14,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,confirmed,synthetic
PROMED-000417,2024000417.0417,2025-03-16,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,confirmed,synthetic
PROMED-000418,2024000418.0418,2025-03-21,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,confirmed,synthetic
PROMED-000419,2024000419.0419,2025-03-28,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000420,2024000420.0420,2025-03-19,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000421,2024000421.0421,2025-04-01,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",False,suspected,synthetic
PROMED-000422,2024000422.0422,2025-04-04,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,suspected,synthetic
PROMED-000423,2024000423.0423,2025-04-11,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,unverified,synthetic
PROMED-000424,2024000424.0424,2025-04-09,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000425,2024000425.0425,2025-04-15,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,confirmed,synthetic
PROMED-000426,2024000426.0426,2025-04-18,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",False,unverified,synthetic
PROMED-000427,2024000427.0427,2025-04-19,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,suspected,synthetic
PROMED-000428,2024000428.0428,2025-04-28,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000429,2024000429.0429,2025-05-01,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",False,confirmed,synthetic
PROMED-000430,2024000430.0430,2025-05-06,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",True,suspected,synthetic
PROMED-000431,2024000431.0431,2025-06-12,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,confirmed,synthetic
PROMED-000432,2024000432.0432,2025-10-12,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,confirmed,synthetic
PROMED-000433,2024000433.0433,2025-10-31,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000434,2024000434.0434,2025-11-01,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,unverified,synthetic
PROMED-000435,2024000435.0435,2025-11-14,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,suspected,synthetic
PROMED-000436,2024000436.0436,2025-11-13,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000437,2024000437.0437,2025-11-15,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,confirmed,synthetic
PROMED-000438,2024000438.0438,2025-11-13,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000439,2024000439.0439,2025-11-16,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000440,2024000440.0440,2025-11-15,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,confirmed,synthetic
PROMED-000441,2024000441.0441,2025-11-12,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,unverified,synthetic
PROMED-000442,2024000442.0442,2025-11-23,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,confirmed,synthetic
PROMED-000443,2024000443.0443,2025-11-24,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,suspected,synthetic
PROMED-000444,2024000444.0444,2025-11-25,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",False,suspected,synthetic
PROMED-000445,2024000445.0445,2025-11-25,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,unverified,synthetic
PROMED-000446,2024000446.0446,2025-11-23,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,suspected,synthetic
PROMED-000447,2024000447.0447,2025-11-20,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000448,2024000448.0448,2025-11-24,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",False,confirmed,synthetic
PROMED-000449,2024000449.0449,2025-12-03,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,confirmed,synthetic
PROMED-000450,2024000450.0450,2025-12-02,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,confirmed,synthetic
PROMED-000451,2024000451.0451,2025-12-01,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,confirmed,synthetic
PROMED-000452,2024000452.0452,2025-12-01,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000453,2024000453.0453,2025-11-30,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,unverified,synthetic
PROMED-000454,2024000454.0454,2025-12-04,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,suspected,synthetic
PROMED-000455,2024000455.0455,2025-11-28,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,confirmed,synthetic
PROMED-000456,2024000456.0456,2025-12-02,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,confirmed,synthetic
PROMED-000457,2024000457.0457,2025-12-06,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",True,unverified,synthetic
PROMED-000458,2024000458.0458,2025-12-10,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,suspected,synthetic
PROMED-000459,2024000459.0459,2025-12-05,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000460,2024000460.0460,2025-12-05,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,unverified,synthetic
PROMED-000461,2024000461.0461,2025-12-03,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",False,confirmed,synthetic
PROMED-000462,2024000462.0462,2025-12-04,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,suspected,synthetic
PROMED-000463,2024000463.0463,2025-12-07,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",True,unverified,synthetic
PROMED-000464,2024000464.0464,2025-12-07,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,suspected,synthetic
PROMED-000465,2024000465.0465,2025-12-11,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,confirmed,synthetic
PROMED-000466,2024000466.0466,2025-12-16,DEU,Germany,HPAI,"[SYNTHETIC] HPAI, animal - Germany",False,unverified,synthetic
PROMED-000467,2024000467.0467,2025-12-18,NLD,Netherlands,HPAI,"[SYNTHETIC] HPAI, animal - Netherlands",True,suspected,synthetic
PROMED-000468,2024000468.0468,2025-12-16,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,unverified,synthetic
PROMED-000469,2024000469.0469,2025-12-18,ESP,Spain,HPAI,"[SYNTHETIC] HPAI, animal - Spain",True,confirmed,synthetic
PROMED-000470,2024000470.0470,2025-12-19,POL,Poland,HPAI,"[SYNTHETIC] HPAI, animal - Poland",True,confirmed,synthetic
PROMED-000471,2024000471.0471,2025-12-14,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",False,confirmed,synthetic
PROMED-000472,2024000472.0472,2025-12-10,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",True,suspected,synthetic
PROMED-000473,2024000473.0473,2025-12-18,SRB,Serbia,HPAI,"[SYNTHETIC] HPAI, animal - Serbia",True,unverified,synthetic
PROMED-000474,2024000474.0474,2025-12-17,MDA,Moldova,HPAI,"[SYNTHETIC] HPAI, animal - Moldova",True,unverified,synthetic
PROMED-000475,2024000475.0475,2025-12-18,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",False,suspected,synthetic
PROMED-000476,2024000476.0476,2025-12-11,GEO,Georgia,HPAI,"[SYNTHETIC] HPAI, animal - Georgia",True,confirmed,synthetic
PROMED-000477,2024000477.0477,2025-12-26,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",False,suspected,synthetic
PROMED-000478,2024000478.0478,2025-12-17,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",False,confirmed,synthetic
PROMED-000479,2024000479.0479,2025-12-21,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",True,suspected,synthetic
PROMED-000480,2024000480.0480,2025-12-21,BGR,Bulgaria,HPAI,"[SYNTHETIC] HPAI, animal - Bulgaria",True,confirmed,synthetic
PROMED-000481,2024000481.0481,2025-12-21,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,suspected,synthetic
PROMED-000482,2024000482.0482,2025-12-21,RUS,Russian Federation,HPAI,"[SYNTHETIC] HPAI, animal - Russian Federation",True,suspected,synthetic
PROMED-000483,2024000483.0483,2025-12-20,TUR,Türkiye,HPAI,"[SYNTHETIC] HPAI, animal - Türkiye",True,confirmed,synthetic
PROMED-000484,2024000484.0484,2025-12-23,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",True,suspected,synthetic
PROMED-000485,2024000485.0485,2025-12-26,FRA,France,HPAI,"[SYNTHETIC] HPAI, animal - France",True,confirmed,synthetic
PROMED-000486,2024000486.0486,2025-12-27,BEL,Belgium,HPAI,"[SYNTHETIC] HPAI, animal - Belgium",True,confirmed,synthetic
PROMED-000487,2024000487.0487,2025-12-26,ITA,Italy,HPAI,"[SYNTHETIC] HPAI, animal - Italy",False,confirmed,synthetic
PROMED-000488,2024000488.0488,2025-12-25,HUN,Hungary,HPAI,"[SYNTHETIC] HPAI, animal - Hungary",True,confirmed,synthetic
PROMED-000489,2024000489.0489,2025-12-29,ROU,Romania,HPAI,"[SYNTHETIC] HPAI, animal - Romania",False,suspected,synthetic
PROMED-000490,2024000490.0490,2025-12-24,UKR,Ukraine,HPAI,"[SYNTHETIC] HPAI, animal - Ukraine",False,confirmed,synthetic
PROMED-000492,2024000492.0492,2025-12-27,TUN,Tunisia,HPAI,"[SYNTHETIC] HPAI, animal - Tunisia",False,unverified,synthetic
PROMED-000501,2024000501.0501,2020-04-15,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000502,2024000502.0502,2020-04-28,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,suspected,synthetic
PROMED-000503,2024000503.0503,2020-05-07,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000504,2024000504.0504,2020-05-07,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,suspected,synthetic
PROMED-000505,2024000505.0505,2020-05-24,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000506,2024000506.0506,2020-06-04,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,unverified,synthetic
PROMED-000507,2024000507.0507,2020-05-30,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,suspected,synthetic
PROMED-000508,2024000508.0508,2020-06-05,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,suspected,synthetic
PROMED-000509,2024000509.0509,2020-05-29,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,unverified,synthetic
PROMED-000510,2024000510.0510,2020-05-27,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000511,2024000511.0511,2020-06-05,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000512,2024000512.0512,2020-06-08,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,confirmed,synthetic
PROMED-000513,2024000513.0513,2020-06-07,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,suspected,synthetic
PROMED-000514,2024000514.0514,2020-06-07,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,suspected,synthetic
PROMED-000515,2024000515.0515,2020-06-12,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,unverified,synthetic
PROMED-000516,2024000516.0516,2020-06-03,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,unverified,synthetic
PROMED-000517,2024000517.0517,2020-06-11,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000518,2024000518.0518,2020-06-13,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,suspected,synthetic
PROMED-000519,2024000519.0519,2020-06-18,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,suspected,synthetic
PROMED-000520,2024000520.0520,2020-06-10,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,suspected,synthetic
PROMED-000521,2024000521.0521,2020-06-18,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,confirmed,synthetic
PROMED-000522,2024000522.0522,2020-06-16,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,confirmed,synthetic
PROMED-000523,2024000523.0523,2020-06-10,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000524,2024000524.0524,2020-06-23,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,confirmed,synthetic
PROMED-000525,2024000525.0525,2020-06-18,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000526,2024000526.0526,2020-06-17,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000527,2024000527.0527,2020-06-18,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",False,confirmed,synthetic
PROMED-000528,2024000528.0528,2020-06-19,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,confirmed,synthetic
PROMED-000529,2024000529.0529,2020-06-21,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,confirmed,synthetic
PROMED-000530,2024000530.0530,2020-06-24,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,unverified,synthetic
PROMED-000531,2024000531.0531,2020-06-19,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000532,2024000532.0532,2020-06-22,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",False,confirmed,synthetic
PROMED-000533,2024000533.0533,2020-06-19,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000534,2024000534.0534,2020-06-24,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,suspected,synthetic
PROMED-000535,2024000535.0535,2020-06-20,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,confirmed,synthetic
PROMED-000536,2024000536.0536,2020-06-25,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000537,2024000537.0537,2020-06-27,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,confirmed,synthetic
PROMED-000538,2024000538.0538,2020-07-01,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",False,suspected,synthetic
PROMED-000539,2024000539.0539,2020-06-29,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000540,2024000540.0540,2020-07-01,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,unverified,synthetic
PROMED-000541,2024000541.0541,2020-06-27,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,suspected,synthetic
PROMED-000542,2024000542.0542,2020-06-24,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,suspected,synthetic
PROMED-000543,2024000543.0543,2020-07-03,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,confirmed,synthetic
PROMED-000544,2024000544.0544,2020-06-24,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",False,confirmed,synthetic
PROMED-000545,2024000545.0545,2020-06-26,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,confirmed,synthetic
PROMED-000546,2024000546.0546,2020-07-03,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",False,confirmed,synthetic
PROMED-000547,2024000547.0547,2020-06-27,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,confirmed,synthetic
PROMED-000548,2024000548.0548,2020-06-26,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",False,suspected,synthetic
PROMED-000549,2024000549.0549,2020-07-01,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,unverified,synthetic
PROMED-000550,2024000550.0550,2020-07-02,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,unverified,synthetic
PROMED-000551,2024000551.0551,2020-07-02,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000552,2024000552.0552,2020-07-07,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000553,2024000553.0553,2020-07-08,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",True,confirmed,synthetic
PROMED-000554,2024000554.0554,2020-07-02,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",False,confirmed,synthetic
PROMED-000555,2024000555.0555,2020-07-08,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",True,confirmed,synthetic
PROMED-000556,2024000556.0556,2020-07-09,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,unverified,synthetic
PROMED-000557,2024000557.0557,2020-07-05,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000558,2024000558.0558,2020-07-05,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,unverified,synthetic
PROMED-000559,2024000559.0559,2020-07-05,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000560,2024000560.0560,2020-07-09,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",True,confirmed,synthetic
PROMED-000561,2024000561.0561,2020-07-01,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,suspected,synthetic
PROMED-000562,2024000562.0562,2020-07-07,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",False,confirmed,synthetic
PROMED-000563,2024000563.0563,2020-07-05,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",False,confirmed,synthetic
PROMED-000564,2024000564.0564,2020-07-07,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",False,confirmed,synthetic
PROMED-000565,2024000565.0565,2020-07-05,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",True,suspected,synthetic
PROMED-000566,2024000566.0566,2020-07-16,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",True,confirmed,synthetic
PROMED-000567,2024000567.0567,2020-07-14,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,suspected,synthetic
PROMED-000568,2024000568.0568,2020-07-09,NLD,Netherlands,ASF,"[SYNTHETIC] ASF, animal - Netherlands",False,confirmed,synthetic
PROMED-000569,2024000569.0569,2020-07-11,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,suspected,synthetic
PROMED-000570,2024000570.0570,2020-07-13,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,suspected,synthetic
PROMED-000571,2024000571.0571,2020-07-16,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,confirmed,synthetic
PROMED-000572,2024000572.0572,2020-07-16,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",True,suspected,synthetic
PROMED-000573,2024000573.0573,2020-07-17,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",True,suspected,synthetic
PROMED-000574,2024000574.0574,2020-07-16,ROU,Romania,ASF,"[SYNTHETIC] ASF, animal - Romania",True,confirmed,synthetic
PROMED-000575,2024000575.0575,2020-07-08,BGR,Bulgaria,ASF,"[SYNTHETIC] ASF, animal - Bulgaria",True,unverified,synthetic
PROMED-000576,2024000576.0576,2020-07-08,SRB,Serbia,ASF,"[SYNTHETIC] ASF, animal - Serbia",True,suspected,synthetic
PROMED-000577,2024000577.0577,2020-07-08,UKR,Ukraine,ASF,"[SYNTHETIC] ASF, animal - Ukraine",False,unverified,synthetic
PROMED-000578,2024000578.0578,2020-07-15,MDA,Moldova,ASF,"[SYNTHETIC] ASF, animal - Moldova",True,confirmed,synthetic
PROMED-000579,2024000579.0579,2020-07-08,RUS,Russian Federation,ASF,"[SYNTHETIC] ASF, animal - Russian Federation",True,suspected,synthetic
PROMED-000580,2024000580.0580,2020-07-16,TUR,Türkiye,ASF,"[SYNTHETIC] ASF, animal - Türkiye",True,unverified,synthetic
PROMED-000581,2024000581.0581,2020-07-16,GEO,Georgia,ASF,"[SYNTHETIC] ASF, animal - Georgia",True,confirmed,synthetic
PROMED-000582,2024000582.0582,2020-07-15,ISR,Israel,ASF,"[SYNTHETIC] ASF, animal - Israel",False,confirmed,synthetic
PROMED-000583,2024000583.0583,2020-07-17,EGY,Egypt,ASF,"[SYNTHETIC] ASF, animal - Egypt",False,confirmed,synthetic
PROMED-000584,2024000584.0584,2020-07-10,MAR,Morocco,ASF,"[SYNTHETIC] ASF, animal - Morocco",True,confirmed,synthetic
PROMED-000585,2024000585.0585,2020-07-17,FRA,France,ASF,"[SYNTHETIC] ASF, animal - France",False,confirmed,synthetic
PROMED-000586,2024000586.0586,2020-07-22,DEU,Germany,ASF,"[SYNTHETIC] ASF, animal - Germany",True,confirmed,synthetic
PROMED-000587,2024000587.0587,2020-07-21,BEL,Belgium,ASF,"[SYNTHETIC] ASF, animal - Belgium",True,unverified,synthetic
PROMED-000588,2024000588.0588,2020-07-21,ITA,Italy,ASF,"[SYNTHETIC] ASF, animal - Italy",True,confirmed,synthetic
PROMED-000589,2024000589.0589,2020-07-24,ESP,Spain,ASF,"[SYNTHETIC] ASF, animal - Spain",False,unverified,synthetic
PROMED-000590,2024000590.0590,2020-07-19,POL,Poland,ASF,"[SYNTHETIC] ASF, animal - Poland",False,suspected,synthetic
PROMED-000591,2024000591.0591,2020-07-20,HUN,Hungary,ASF,"[SYNTHETIC] ASF, animal - Hungary",False,confirmed,synthetic
