event_id,outbreak_id,report_type,report_number,disease,disease_code,serotype,country,iso3,admin1,locality,latitude,longitude,location_precision,start_date,date_of_suspicion,date_of_confirmation,date_of_notification,date_of_publication,event_status,diagnosis,species,host_category,is_wild,outbreaks,susceptible,cases,deaths,killed_and_disposed,is_first_occurrence,control_measures,data_realism
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R2,France locality 181,47.1411,-2.4856,point,2023-12-22,2023-12-26,2023-12-27,2023-12-28,2023-12-30,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,19885,2444,1344,3387,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R3,France locality 182,45.7244,-2.1317,point,2023-12-23,2023-12-27,2023-12-28,2023-12-28,2023-12-30,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,28111,3172,1757,4249,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2023-12-18,WAHIS-HPAI-POL-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R9,Poland locality 215,51.3629,19.593,point,2023-12-21,2023-12-24,2023-12-27,2023-12-29,2023-12-30,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,13077,7971,4425,10771,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2023-12-18,WAHIS-HPAI-POL-2023-12-18-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R1,Poland locality 216,52.0821,17.85,point,2023-12-20,2023-12-21,2023-12-23,2023-12-25,2023-12-30,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,8428,2109,1183,2822,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2023-12-11,WAHIS-HPAI-SRB-2023-12-11-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R4,Serbia locality 174,44.1549,21.5138,point,2023-12-12,2023-12-19,2023-12-21,2023-12-28,2023-12-30,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,6512,1290,736,1773,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-ESP-2023-10-23,WAHIS-ASF-ESP-2023-10-23-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Spain,ESP,ESP-R8,Spain locality 127,36.9361,-3.4897,point,2023-10-29,2023-11-01,2023-11-22,2023-12-28,2023-12-31,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1325,207,186,293,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-18,WAHIS-HPAI-BEL-2023-12-18-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R9,Belgium locality 197,51.3595,4.3796,point,2023-12-22,2023-12-24,2023-12-26,2023-12-28,2023-12-31,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,5620,1185,633,1599,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-11,WAHIS-HPAI-FRA-2023-12-11-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R1,France locality 90,49.3972,2.3141,point,2023-12-17,2023-12-19,2023-12-24,2023-12-28,2023-12-31,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,6946,1046,577,1439,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-08,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R5,France locality 184,49.8757,-0.0335,point,2023-12-21,2023-12-28,2023-12-29,2023-12-30,2023-12-31,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,39473,4527,2543,6074,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-18,WAHIS-HPAI-HUN-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R3,Hungary locality 218,48.2804,20.3258,point,2023-12-20,2023-12-24,2023-12-26,2023-12-27,2023-12-31,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,7712,1232,679,1645,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-11,WAHIS-HPAI-ITA-2023-12-11-11,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R9,Italy locality 143,42.3364,12.7464,point,2023-12-16,2023-12-22,2023-12-25,2023-12-26,2023-12-31,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,11496,1903,1030,2567,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-18,WAHIS-HPAI-ITA-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R3,Italy locality 200,42.6053,11.087,point,2023-12-20,2023-12-23,2023-12-25,2023-12-28,2023-12-31,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,53124,6494,3513,8834,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-11,WAHIS-HPAI-BEL-2023-12-11-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R1,Belgium locality 126,49.8386,4.2872,point,2023-12-16,2023-12-21,2023-12-25,2023-12-29,2024-01-01,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,40307,5329,2949,7189,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-11,WAHIS-HPAI-BEL-2023-12-11-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R4,Belgium locality 129,50.1129,5.6069,point,2023-12-13,2023-12-27,2023-12-27,2023-12-29,2024-01-01,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,44079,7514,4112,10140,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-18,WAHIS-HPAI-BEL-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R6,Belgium locality 194,50.4367,4.5654,point,2023-12-21,2023-12-26,2023-12-27,2023-12-30,2024-01-01,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,19763,3180,1721,4271,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BGR-2023-12-18,WAHIS-HPAI-BGR-2023-12-18-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Bulgaria,BGR,BGR-R1,Bulgaria locality 225,43.3317,24.4491,point,2023-12-20,2023-12-22,2023-12-26,2023-12-30,2024-01-01,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,11025,7367,3974,10067,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-11,WAHIS-HPAI-DEU-2023-12-11-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R1,Germany locality 108,50.0988,10.5009,point,2023-12-11,2023-12-25,2023-12-27,2023-12-30,2024-01-01,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,48959,7051,3828,9523,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-11,WAHIS-HPAI-DEU-2023-12-11-10,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R1,Germany locality 117,50.3315,11.188,point,2023-12-16,2023-12-19,2023-12-23,2023-12-29,2024-01-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,41405,5867,3230,7979,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-18,WAHIS-HPAI-DEU-2023-12-18-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R9,Germany locality 188,49.0288,9.1048,point,2023-12-23,2023-12-27,2023-12-28,2023-12-31,2024-01-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,35652,6835,3812,9289,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-11,WAHIS-HPAI-ESP-2023-12-11-11,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R3,Spain locality 155,41.6264,-1.7171,point,2023-12-14,2023-12-24,2023-12-25,2023-12-30,2024-01-01,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,33309,9650,5317,13178,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-04,WAHIS-HPAI-FRA-2023-12-04-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R7,France locality 33,48.8843,1.4092,point,2023-12-10,2023-12-26,2023-12-28,2023-12-29,2024-01-01,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,34613,5245,2899,7098,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-11,WAHIS-HPAI-HUN-2023-12-11-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R5,Hungary locality 166,47.3731,18.0013,point,2023-12-15,2023-12-22,2023-12-24,2023-12-28,2024-01-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,6803,2245,1249,3034,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-11,WAHIS-HPAI-HUN-2023-12-11-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R7,Hungary locality 168,47.6412,18.2033,point,2023-12-17,2023-12-22,2023-12-23,2023-12-30,2024-01-01,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,5624,2082,1169,2773,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2023-12-18,WAHIS-HPAI-POL-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R8,Poland locality 214,51.096,22.2551,point,2023-12-18,2023-12-27,2023-12-29,2023-12-31,2024-01-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,11297,1704,949,2314,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-POL-2023-12-18,WAHIS-HPAI-POL-2023-12-18-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Poland,POL,POL-R2,Poland locality 217,50.8213,17.1919,point,2023-12-21,2023-12-25,2023-12-27,2023-12-28,2024-01-01,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,16864,2904,1610,3928,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ROU-2023-12-11,WAHIS-HPAI-ROU-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Romania,ROU,ROU-R9,Romania locality 170,46.5407,27.8439,point,2023-12-17,2023-12-20,2023-12-21,2023-12-29,2024-01-01,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,14146,1843,1014,2469,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-04,WAHIS-HPAI-BEL-2023-12-04-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R3,Belgium locality 56,50.4838,5.106,point,2023-12-07,2023-12-17,2023-12-19,2023-12-28,2024-01-02,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,78071,9683,5371,13098,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-04,WAHIS-HPAI-BEL-2023-12-04-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R4,Belgium locality 57,51.2565,4.002,point,2023-12-06,2023-12-21,2023-12-25,2023-12-29,2024-01-02,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,1825,706,394,952,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-04,WAHIS-HPAI-DEU-2023-12-04-05,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R9,Germany locality 44,50.5304,11.2288,point,2023-12-09,2023-12-14,2023-12-21,2023-12-27,2024-01-02,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,15963,7110,3911,9536,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-11,WAHIS-HPAI-DEU-2023-12-11-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R6,Germany locality 113,50.2639,10.4795,point,2023-12-13,2023-12-16,2023-12-28,2023-12-30,2024-01-02,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,2937,1246,669,1668,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-DEU-2023-12-18,WAHIS-HPAI-DEU-2023-12-18-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Germany,DEU,DEU-R3,Germany locality 191,51.181,7.7073,point,2023-12-20,2023-12-23,2023-12-24,2023-12-29,2024-01-02,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,4156,1552,882,2107,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R9,Spain locality 29,37.4243,-5.59,point,2023-12-25,2023-12-26,2023-12-29,2023-12-31,2024-01-02,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,7473,3537,1911,4732,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-07,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R3,Spain locality 32,37.958,-4.6913,point,2023-12-27,2023-12-28,2023-12-30,2023-12-31,2024-01-02,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,27435,4060,2244,5558,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-11,WAHIS-HPAI-HUN-2023-12-11-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R1,Hungary locality 162,47.8702,19.0614,point,2023-12-15,2023-12-21,2023-12-22,2024-01-01,2024-01-02,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,4741,2112,1193,2812,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-18,WAHIS-HPAI-HUN-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R4,Hungary locality 219,46.2355,20.8746,point,2023-12-23,2023-12-25,2023-12-27,2023-12-30,2024-01-02,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,15181,3877,2123,5242,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-25,WAHIS-HPAI-HUN-2023-12-25-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R8,Hungary locality 46,46.6307,20.8833,point,2023-12-26,2023-12-30,2024-01-01,2024-01-01,2024-01-02,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,32469,4427,2386,5973,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-11,WAHIS-HPAI-ITA-2023-12-11-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R2,Italy locality 136,43.4457,12.1993,point,2023-12-15,2023-12-19,2023-12-26,2023-12-31,2024-01-02,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,14744,4886,2733,6590,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-SRB-2023-12-18,WAHIS-HPAI-SRB-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Serbia,SRB,SRB-R5,Serbia locality 229,44.0514,20.497,point,2023-12-19,2023-12-27,2023-12-28,2023-12-29,2024-01-02,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,15528,3758,2096,5099,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-ASF-SRB-2023-11-20,WAHIS-ASF-SRB-2023-11-20-00,immediate_notification,1,African swine fever virus (Inf. with),ASF,genotype II,Serbia,SRB,SRB-R5,Serbia locality 151,45.0526,19.4176,point,2023-11-21,2023-12-10,2023-12-12,2023-12-28,2024-01-03,resolved,laboratory_confirmed,Sus scrofa domesticus,domestic,False,1,1452,240,217,323,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-18,WAHIS-HPAI-BEL-2023-12-18-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R7,Belgium locality 195,50.439,3.8233,point,2023-12-21,2023-12-30,2023-12-30,2024-01-02,2024-01-03,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,9380,3733,2071,5038,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BGR-2023-12-18,WAHIS-HPAI-BGR-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Bulgaria,BGR,BGR-R9,Bulgaria locality 224,43.3496,27.2916,point,2023-12-19,2023-12-24,2023-12-28,2023-12-31,2024-01-03,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,33466,7068,3877,9554,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-11,WAHIS-HPAI-ESP-2023-12-11-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R7,Spain locality 150,41.6648,-5.1331,point,2023-12-15,2023-12-29,2023-12-31,2024-01-01,2024-01-03,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,11860,2254,1230,3053,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-11-20,WAHIS-HPAI-FRA-2023-11-20-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R5,France locality 181,48.611,-0.6424,point,2023-11-22,2023-12-16,2023-12-27,2023-12-31,2024-01-03,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,22004,4136,2274,5555,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-12-11,WAHIS-HPAI-BEL-2023-12-11-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R5,Belgium locality 130,50.9632,5.3748,point,2023-12-12,2023-12-15,2023-12-21,2024-01-01,2024-01-04,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,11321,3479,1920,4666,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-04,WAHIS-HPAI-ESP-2023-12-04-04,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R4,Spain locality 75,41.734,-6.9006,point,2023-12-06,2023-12-22,2023-12-26,2023-12-31,2024-01-04,resolved,laboratory_confirmed,Anas platyrhynchos (domestic),domestic,False,1,23227,3520,1897,4752,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-11,WAHIS-HPAI-ESP-2023-12-11-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R3,Spain locality 146,38.8378,-3.2298,point,2023-12-17,2023-12-23,2023-12-27,2023-12-31,2024-01-04,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,10902,4787,2658,6513,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-04,WAHIS-HPAI-FRA-2023-12-04-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R4,France locality 30,46.0883,6.076,point,2023-12-07,2023-12-21,2023-12-22,2023-12-31,2024-01-04,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,17088,2478,1376,3288,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-04,WAHIS-HPAI-FRA-2023-12-04-10,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R3,France locality 38,45.9815,7.6838,point,2023-12-10,2023-12-16,2023-12-21,2024-01-02,2024-01-04,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,59704,10091,5621,13548,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-HUN-2023-12-11,WAHIS-HPAI-HUN-2023-12-11-02,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Hungary,HUN,HUN-R3,Hungary locality 164,45.8628,19.8607,point,2023-12-14,2023-12-29,2024-01-02,2024-01-02,2024-01-04,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,5461,734,414,1008,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-TUN-2023-12-18,WAHIS-HPAI-TUN-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Tunisia,TUN,TUN-R1,Tunisia locality 234,34.5008,8.6969,point,2023-12-21,2023-12-28,2023-12-28,2023-12-30,2024-01-04,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,17471,5107,2786,6915,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BEL-2023-11-27,WAHIS-HPAI-BEL-2023-11-27-06,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Belgium,BEL,BEL-R4,Belgium locality 3,49.9259,5.4512,point,2023-12-03,2023-12-12,2023-12-26,2023-12-31,2024-01-05,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,60281,7039,3892,9511,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-BGR-2023-12-18,WAHIS-HPAI-BGR-2023-12-18-00,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Bulgaria,BGR,BGR-R8,Bulgaria locality 223,42.6446,24.6998,point,2023-12-21,2023-12-28,2023-12-29,2024-01-01,2024-01-05,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,6277,4412,2421,5923,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-11,WAHIS-HPAI-ITA-2023-12-11-08,follow_up_report,3,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R6,Italy locality 140,41.2271,10.1046,point,2023-12-14,2023-12-23,2023-12-24,2024-01-02,2024-01-05,resolved,laboratory_confirmed,Cygnus olor (wild),wild,True,1,15550,6145,3280,8315,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ITA-2023-12-18,WAHIS-HPAI-ITA-2023-12-18-07,follow_up_report,2,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Italy,ITA,ITA-R1,Italy locality 207,41.7894,12.5052,point,2023-12-24,2023-12-30,2023-12-31,2024-01-02,2024-01-05,resolved,laboratory_confirmed,Meleagris gallopavo (domestic),domestic,False,1,36274,4419,2445,6031,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-MDA-2023-12-18,WAHIS-HPAI-MDA-2023-12-18-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Moldova,MDA,MDA-R7,Moldova locality 231,47.416,27.2983,point,2023-12-18,2023-12-24,2023-12-24,2024-01-04,2024-01-05,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,12292,5913,3249,7978,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-01,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R6,Spain locality 26,41.4732,-3.7734,point,2023-12-26,2024-01-01,2024-01-01,2024-01-02,2024-01-06,resolved,laboratory_confirmed,Gallus gallus (domestic),domestic,False,1,12487,3818,2164,5143,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-ESP-2023-12-25,WAHIS-HPAI-ESP-2023-12-25-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,Spain,ESP,ESP-R8,Spain locality 28,43.4351,-2.2158,point,2023-12-26,2023-12-31,2024-01-01,2024-01-01,2024-01-06,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,59459,6972,3856,9375,False,stamping_out;movement_control;disinfection,synthetic
WAHIS-HPAI-FRA-2023-12-18,WAHIS-HPAI-FRA-2023-12-18-03,immediate_notification,1,Influenza A viruses of high pathogenicity (Inf. with) (non-poultry including wild birds),HPAI,H5N1,France,FRA,FRA-R9,France locality 179,43.7319,4.3041,point,2023-12-21,2023-12-26,2023-12-28,2024-01-03,2024-01-06,resolved,laboratory_confirmed,Larus spp. (wild),wild,True,1,42131,4776,2580,6432,False,stamping_out;movement_control;disinfection,synthetic
