date,iso3,country,theme,disease_code,n_articles,n_distinct_sources,n_languages,avg_tone,query,data_realism
2021-07-08,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,0,0,4,-0.839,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-11,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,2,2,2,-3.373,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-05,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.53,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-06,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.703,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-07,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.162,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-08,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,2,-0.95,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-11,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,3,-6.963,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-07,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,2,2,2,-0.038,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-08,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.005,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-10,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.083,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-11,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.822,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-05,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.587,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-06,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.507,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-07,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.797,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-08,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.972,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-09,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.522,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-10,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,0,0,1,-4.799,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-05,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,3,2,1,-2.094,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-07,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,3,2,2,-4.508,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-08,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,2,2,1,-6.097,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-10,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.425,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-11,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,2,2,2,-7.234,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-05,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.274,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-06,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,2,2,3,0.733,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-07,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,2,2,3,-5.363,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-08,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,1,-0.634,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-11,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,1,-5.264,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-06,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,2,1,3,-1.9,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-09,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,3,3,2,-5.796,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-07,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,3,3,2,-4.661,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-09,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,1,-2.195,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-10,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,2,1,3,-0.013,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-05,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.674,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-06,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.133,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-09,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.806,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-10,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.285,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-05,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,1,0.319,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-06,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.604,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-08,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.328,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-11,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,2,-7.249,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-05,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.154,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-06,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,3,1,2,-3.742,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-08,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.851,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-05,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.495,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-06,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.675,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-07,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,2,2,2,-3.145,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-11,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.384,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-05,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,2,1,-2.207,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-07,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,2,2,-3.297,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-08,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,1,1,-1.883,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-09,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,0,0,1,-2.96,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-11,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,2,2,2,-3.489,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-12,FRA,France,ANIMAL_DISEASE_ASF,ASF,3,2,3,-3.055,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-15,FRA,France,ANIMAL_DISEASE_ASF,ASF,0,0,2,-1.433,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-16,FRA,France,ANIMAL_DISEASE_ASF,ASF,0,0,3,-0.512,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-18,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.298,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-13,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,2,2,2,-5.813,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-14,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,2,1,2,-2.742,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-15,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,0,0,2,-4.484,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-16,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,0,0,1,-5.66,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-12,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,3,-6.53,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2021-07-15,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.01,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2021-07-17,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,1,-2.985,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2021-07-12,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.769,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-13,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.829,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-14,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,2,2,1,-1.622,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-15,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,2,-0.849,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-16,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.461,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-17,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.294,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-18,BEL,Belgium,ANIMAL_DISEASE_ASF,ASF,1,1,3,-8.017,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BEL,synthetic
2021-07-12,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.043,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2021-07-13,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,0,0,3,-3.755,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2021-07-15,ITA,Italy,ANIMAL_DISEASE_ASF,ASF,0,0,2,-2.041,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ITA,synthetic
2021-07-12,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,0,0,1,-5.058,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-13,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,0,0,1,-2.765,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-14,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,4,3,1,-6.351,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-15,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,0,0,3,-1.954,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-16,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.158,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-17,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,1,1,3,0.661,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-18,ESP,Spain,ANIMAL_DISEASE_ASF,ASF,0,0,3,-3.876,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ESP,synthetic
2021-07-12,POL,Poland,ANIMAL_DISEASE_ASF,ASF,0,0,1,-0.659,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-13,POL,Poland,ANIMAL_DISEASE_ASF,ASF,2,2,1,-5.104,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-15,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,4,-2.463,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-16,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.634,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-17,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,4,-2.442,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-18,POL,Poland,ANIMAL_DISEASE_ASF,ASF,1,1,3,-4.341,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=POL,synthetic
2021-07-12,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,2,1,2,-2.317,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-13,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.752,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-14,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,2,-0.759,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-15,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,2,1,2,-4.792,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-16,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,1,0.108,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-17,HUN,Hungary,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.736,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=HUN,synthetic
2021-07-12,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.518,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-13,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,2,1,1,-2.613,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-14,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,0,0,3,-2.466,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-17,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,2,1,3,-3.117,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-18,ROU,Romania,ANIMAL_DISEASE_ASF,ASF,1,1,2,-0.562,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ROU,synthetic
2021-07-13,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.837,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-14,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,2,2,1,0.233,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-15,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,4,-6.536,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-16,BGR,Bulgaria,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.126,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=BGR,synthetic
2021-07-12,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.897,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-13,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.801,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-14,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.732,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-15,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.575,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-16,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.201,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-17,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,4,-7.63,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-18,SRB,Serbia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.675,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=SRB,synthetic
2021-07-12,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.639,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-13,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,3,3,1,-2.865,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-16,UKR,Ukraine,ANIMAL_DISEASE_ASF,ASF,0,0,3,-1.54,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=UKR,synthetic
2021-07-15,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.358,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-16,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,2,-0.635,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-18,MDA,Moldova,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.369,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MDA,synthetic
2021-07-13,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,5,4,3,-2.537,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-14,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.339,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-15,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.488,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-17,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,0,0,2,-4.666,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-18,RUS,Russian Federation,ANIMAL_DISEASE_ASF,ASF,3,3,3,-0.728,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=RUS,synthetic
2021-07-12,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,2,1,4,-1.051,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-14,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.447,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-15,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,3,3,1,0.846,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-17,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,1,-1.782,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-18,TUR,Türkiye,ANIMAL_DISEASE_ASF,ASF,1,1,3,-0.871,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUR,synthetic
2021-07-14,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.163,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-15,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,3,0.061,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-17,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-2.184,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-18,GEO,Georgia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.974,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=GEO,synthetic
2021-07-12,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,2,1,1,-1.387,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-13,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.099,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-14,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.642,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-15,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,0,0,3,-3.95,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-16,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.046,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-18,ISR,Israel,ANIMAL_DISEASE_ASF,ASF,0,0,2,-3.491,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=ISR,synthetic
2021-07-12,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,4,-3.12,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-13,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.007,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-14,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,3,3,2,-3.144,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-16,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,3,3,2,-2.796,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-18,EGY,Egypt,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.658,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=EGY,synthetic
2021-07-12,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.389,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-13,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,0,0,3,-1.652,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-15,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.796,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-16,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,1,-5.586,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-17,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.643,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-18,TUN,Tunisia,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.172,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=TUN,synthetic
2021-07-12,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-5.068,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-13,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.034,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-14,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,2,-1.045,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-15,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,1,1,3,-1.085,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-16,MAR,Morocco,ANIMAL_DISEASE_ASF,ASF,0,0,2,-4.42,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=MAR,synthetic
2021-07-19,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,2,-4.821,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-21,FRA,France,ANIMAL_DISEASE_ASF,ASF,2,2,1,-0.851,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-22,FRA,France,ANIMAL_DISEASE_ASF,ASF,4,3,2,0.221,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-24,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,2,-2.009,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-25,FRA,France,ANIMAL_DISEASE_ASF,ASF,1,1,1,-3.994,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=FRA,synthetic
2021-07-19,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,3,3,3,-4.643,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-21,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,2,-3.821,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-22,DEU,Germany,ANIMAL_DISEASE_ASF,ASF,1,1,3,-2.751,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=DEU,synthetic
2021-07-19,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,3,-3.583,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
2021-07-20,NLD,Netherlands,ANIMAL_DISEASE_ASF,ASF,1,1,1,-4.295,gdelt:doc:theme=ANIMAL_DISEASE_ASF&country=NLD,synthetic
