signal_id,detected_date,screened_date,iso3,country,disease_code,signal_strength,verification_status,signal_type,underlying_sources,data_realism
BEACON-0003727,2025-10-04,2025-10-04,ESP,Spain,HPAI,0.315,unverified,unusual_mortality,media,synthetic
BEACON-0003728,2025-10-04,2025-10-05,HUN,Hungary,HPAI,0.13,unverified,media_cluster,media;official,synthetic
BEACON-0003729,2025-10-03,2025-10-05,BGR,Bulgaria,HPAI,0.565,verified,unusual_mortality,official,synthetic
BEACON-0003730,2025-10-04,2025-10-06,SRB,Serbia,HPAI,0.214,unverified,media_cluster,official,synthetic
BEACON-0003731,2025-10-03,2025-10-04,UKR,Ukraine,HPAI,0.098,verified,media_cluster,media,synthetic
BEACON-0003732,2025-10-02,2025-10-03,TUR,Türkiye,HPAI,0.678,verified,media_cluster,media,synthetic
BEACON-0003733,2025-10-01,2025-10-03,ISR,Israel,HPAI,0.68,unverified,media_cluster,media,synthetic
BEACON-0003734,2025-09-29,2025-09-30,ISR,Israel,HPAI,0.103,verified,syndromic,media,synthetic
BEACON-0003735,2025-10-06,2025-10-07,FRA,France,HPAI,0.426,unverified,media_cluster,media;official,synthetic
BEACON-0003736,2025-10-10,2025-10-11,DEU,Germany,HPAI,0.451,unverified,syndromic,media,synthetic
BEACON-0003737,2025-10-11,2025-10-13,ITA,Italy,HPAI,0.17,verified,unusual_mortality,media,synthetic
BEACON-0003738,2025-10-08,2025-10-10,ROU,Romania,HPAI,0.602,verified,unusual_mortality,media,synthetic
BEACON-0003739,2025-10-06,2025-10-07,SRB,Serbia,HPAI,0.462,unverified,unusual_mortality,media,synthetic
BEACON-0003740,2025-10-09,2025-10-09,UKR,Ukraine,HPAI,0.754,verified,unusual_mortality,media,synthetic
BEACON-0003741,2025-10-10,2025-10-11,UKR,Ukraine,HPAI,0.569,unverified,syndromic,media,synthetic
BEACON-0003742,2025-10-11,2025-10-11,MDA,Moldova,HPAI,0.371,unverified,media_cluster,media,synthetic
BEACON-0003743,2025-10-07,2025-10-07,MDA,Moldova,HPAI,0.266,unverified,unusual_mortality,official,synthetic
BEACON-0003744,2025-10-10,2025-10-10,EGY,Egypt,HPAI,0.08,unverified,syndromic,media,synthetic
BEACON-0003745,2025-10-07,2025-10-08,EGY,Egypt,HPAI,0.122,verified,trade_alert,media,synthetic
BEACON-0003746,2025-10-10,2025-10-12,MAR,Morocco,HPAI,0.467,verified,media_cluster,media,synthetic
BEACON-0003747,2025-10-14,2025-10-14,NLD,Netherlands,HPAI,0.323,verified,unusual_mortality,media,synthetic
BEACON-0003748,2025-10-14,2025-10-14,NLD,Netherlands,HPAI,0.147,unverified,media_cluster,field,synthetic
BEACON-0003749,2025-10-14,2025-10-14,ITA,Italy,HPAI,0.918,unverified,syndromic,media,synthetic
BEACON-0003750,2025-10-16,2025-10-18,TUR,Türkiye,HPAI,0.178,unverified,media_cluster,official,synthetic
BEACON-0003751,2025-10-13,2025-10-15,GEO,Georgia,HPAI,0.242,unverified,syndromic,media;official,synthetic
BEACON-0003752,2025-10-14,2025-10-14,EGY,Egypt,HPAI,0.306,unverified,media_cluster,media,synthetic
BEACON-0003753,2025-10-17,2025-10-17,MAR,Morocco,HPAI,0.446,verified,media_cluster,media,synthetic
BEACON-0003754,2025-10-23,2025-10-23,NLD,Netherlands,HPAI,0.527,verified,media_cluster,media,synthetic
BEACON-0003755,2025-10-24,2025-10-25,NLD,Netherlands,HPAI,0.105,verified,media_cluster,official,synthetic
BEACON-0003756,2025-10-25,2025-10-27,ESP,Spain,HPAI,0.315,unverified,unusual_mortality,field,synthetic
BEACON-0003757,2025-10-21,2025-10-22,POL,Poland,HPAI,0.469,unverified,trade_alert,field,synthetic
BEACON-0003758,2025-10-25,2025-10-26,HUN,Hungary,HPAI,0.433,unverified,media_cluster,media,synthetic
BEACON-0003759,2025-10-20,2025-10-22,MDA,Moldova,HPAI,0.554,verified,unusual_mortality,media,synthetic
BEACON-0003760,2025-10-22,2025-10-24,RUS,Russian Federation,HPAI,0.707,verified,media_cluster,official,synthetic
BEACON-0003761,2025-10-21,2025-10-23,RUS,Russian Federation,HPAI,0.46,verified,trade_alert,official,synthetic
BEACON-0003762,2025-10-25,2025-10-25,RUS,Russian Federation,HPAI,0.309,verified,unusual_mortality,field,synthetic
BEACON-0003763,2025-10-20,2025-10-20,GEO,Georgia,HPAI,0.424,unverified,syndromic,media;official,synthetic
BEACON-0003764,2025-10-22,2025-10-24,GEO,Georgia,HPAI,0.692,verified,media_cluster,media,synthetic
BEACON-0003765,2025-10-20,2025-10-22,EGY,Egypt,HPAI,0.322,unverified,unusual_mortality,field,synthetic
BEACON-0003766,2025-10-25,2025-10-26,MAR,Morocco,HPAI,0.061,unverified,trade_alert,media,synthetic
BEACON-0003767,2025-10-24,2025-10-26,MAR,Morocco,HPAI,0.365,unverified,unusual_mortality,media,synthetic
BEACON-0003768,2025-10-30,2025-10-30,DEU,Germany,HPAI,0.472,verified,media_cluster,field,synthetic
BEACON-0003769,2025-10-27,2025-10-27,NLD,Netherlands,HPAI,0.815,unverified,syndromic,media;official,synthetic
BEACON-0003770,2025-11-01,2025-11-02,BEL,Belgium,HPAI,0.502,verified,unusual_mortality,media,synthetic
BEACON-0003771,2025-11-01,2025-11-02,ITA,Italy,HPAI,0.337,unverified,media_cluster,media;official,synthetic
BEACON-0003772,2025-10-31,2025-11-01,ITA,Italy,HPAI,0.977,unverified,trade_alert,media;official,synthetic
BEACON-0003773,2025-10-29,2025-10-31,POL,Poland,HPAI,0.446,verified,media_cluster,official,synthetic
BEACON-0003774,2025-11-01,2025-11-02,POL,Poland,HPAI,0.676,verified,syndromic,media;official,synthetic
BEACON-0003775,2025-10-30,2025-11-01,ROU,Romania,HPAI,0.896,unverified,media_cluster,official,synthetic
BEACON-0003776,2025-10-29,2025-10-29,SRB,Serbia,HPAI,0.375,unverified,media_cluster,field,synthetic
BEACON-0003777,2025-10-29,2025-10-30,UKR,Ukraine,HPAI,0.396,verified,unusual_mortality,media;official,synthetic
BEACON-0003778,2025-10-27,2025-10-27,UKR,Ukraine,HPAI,0.565,verified,syndromic,field,synthetic
BEACON-0003779,2025-10-30,2025-10-31,MDA,Moldova,HPAI,0.559,unverified,unusual_mortality,media,synthetic
BEACON-0003780,2025-11-01,2025-11-01,RUS,Russian Federation,HPAI,0.122,unverified,unusual_mortality,field,synthetic
BEACON-0003781,2025-10-28,2025-10-30,GEO,Georgia,HPAI,0.36,verified,trade_alert,media,synthetic
BEACON-0003782,2025-10-31,2025-11-02,ISR,Israel,HPAI,0.351,unverified,unusual_mortality,media;official,synthetic
BEACON-0003783,2025-10-29,2025-10-29,TUN,Tunisia,HPAI,0.568,verified,unusual_mortality,official,synthetic
BEACON-0003784,2025-11-08,2025-11-10,NLD,Netherlands,HPAI,0.285,unverified,media_cluster,field,synthetic
BEACON-0003785,2025-11-03,2025-11-03,BEL,Belgium,HPAI,0.115,unverified,media_cluster,media,synthetic
BEACON-0003786,2025-11-04,2025-11-05,BEL,Belgium,HPAI,0.475,unverified,unusual_mortality,official,synthetic
BEACON-0003787,2025-11-05,2025-11-05,POL,Poland,HPAI,0.378,unverified,syndromic,media;official,synthetic
BEACON-0003788,2025-11-08,2025-11-10,POL,Poland,HPAI,0.589,unverified,syndromic,media,synthetic
BEACON-0003789,2025-11-05,2025-11-05,HUN,Hungary,HPAI,0.526,verified,media_cluster,media,synthetic
BEACON-0003790,2025-11-08,2025-11-09,ROU,Romania,HPAI,0.587,unverified,media_cluster,media,synthetic
BEACON-0003791,2025-11-07,2025-11-07,ROU,Romania,HPAI,0.422,unverified,media_cluster,media,synthetic
BEACON-0003792,2025-11-08,2025-11-09,BGR,Bulgaria,HPAI,0.267,verified,unusual_mortality,media;official,synthetic
BEACON-0003793,2025-11-08,2025-11-10,BGR,Bulgaria,HPAI,0.144,unverified,unusual_mortality,media,synthetic
BEACON-0003794,2025-11-03,2025-11-05,UKR,Ukraine,HPAI,0.74,unverified,syndromic,media;official,synthetic
BEACON-0003795,2025-11-06,2025-11-08,TUR,Türkiye,HPAI,0.434,unverified,media_cluster,official,synthetic
BEACON-0003796,2025-11-08,2025-11-08,GEO,Georgia,HPAI,0.33,unverified,media_cluster,media,synthetic
BEACON-0003797,2025-11-05,2025-11-06,EGY,Egypt,HPAI,0.421,verified,media_cluster,media,synthetic
BEACON-0003798,2025-11-05,2025-11-05,EGY,Egypt,HPAI,0.045,verified,media_cluster,official,synthetic
BEACON-0003799,2025-11-07,2025-11-08,MAR,Morocco,HPAI,0.341,verified,media_cluster,media;official,synthetic
BEACON-0003800,2025-11-15,2025-11-16,NLD,Netherlands,HPAI,0.364,unverified,syndromic,official,synthetic
BEACON-0003801,2025-11-12,2025-11-12,BEL,Belgium,HPAI,0.813,verified,unusual_mortality,media,synthetic
BEACON-0003802,2025-11-14,2025-11-16,BEL,Belgium,HPAI,0.415,verified,media_cluster,media,synthetic
BEACON-0003803,2025-11-10,2025-11-10,ITA,Italy,HPAI,0.742,unverified,unusual_mortality,media,synthetic
BEACON-0003804,2025-11-10,2025-11-10,ITA,Italy,HPAI,0.352,verified,media_cluster,media,synthetic
BEACON-0003805,2025-11-15,2025-11-16,POL,Poland,HPAI,1.0,unverified,media_cluster,media,synthetic
BEACON-0003806,2025-11-13,2025-11-13,POL,Poland,HPAI,0.874,unverified,unusual_mortality,media,synthetic
BEACON-0003807,2025-11-13,2025-11-15,POL,Poland,HPAI,0.86,unverified,unusual_mortality,media;official,synthetic
BEACON-0003808,2025-11-11,2025-11-13,POL,Poland,HPAI,0.913,unverified,trade_alert,media,synthetic
BEACON-0003809,2025-11-12,2025-11-12,POL,Poland,HPAI,0.943,unverified,syndromic,media,synthetic
BEACON-0003810,2025-11-10,2025-11-12,HUN,Hungary,HPAI,0.6,verified,media_cluster,media,synthetic
BEACON-0003811,2025-11-14,2025-11-15,HUN,Hungary,HPAI,0.807,unverified,trade_alert,media;official,synthetic
BEACON-0003812,2025-11-13,2025-11-14,ROU,Romania,HPAI,0.436,verified,media_cluster,official,synthetic
BEACON-0003813,2025-11-14,2025-11-15,SRB,Serbia,HPAI,0.65,verified,unusual_mortality,media,synthetic
BEACON-0003814,2025-11-14,2025-11-15,UKR,Ukraine,HPAI,0.963,unverified,media_cluster,media,synthetic
BEACON-0003815,2025-11-10,2025-11-12,UKR,Ukraine,HPAI,0.828,verified,media_cluster,field,synthetic
BEACON-0003816,2025-11-12,2025-11-12,UKR,Ukraine,HPAI,1.0,verified,media_cluster,official,synthetic
BEACON-0003817,2025-11-11,2025-11-11,RUS,Russian Federation,HPAI,0.593,unverified,media_cluster,official,synthetic
BEACON-0003818,2025-11-15,2025-11-15,RUS,Russian Federation,HPAI,0.545,unverified,trade_alert,media;official,synthetic
BEACON-0003819,2025-11-12,2025-11-14,TUR,Türkiye,HPAI,0.347,verified,unusual_mortality,media;official,synthetic
BEACON-0003820,2025-11-13,2025-11-15,EGY,Egypt,HPAI,0.519,verified,media_cluster,media;official,synthetic
BEACON-0003821,2025-11-11,2025-11-12,EGY,Egypt,HPAI,0.395,unverified,media_cluster,media;official,synthetic
BEACON-0003822,2025-11-15,2025-11-17,MAR,Morocco,HPAI,0.597,verified,media_cluster,field,synthetic
BEACON-0003823,2025-11-19,2025-11-21,FRA,France,HPAI,0.42,unverified,trade_alert,media,synthetic
BEACON-0003824,2025-11-20,2025-11-21,DEU,Germany,HPAI,0.447,unverified,media_cluster,field,synthetic
BEACON-0003825,2025-11-17,2025-11-17,DEU,Germany,HPAI,0.726,unverified,media_cluster,media;official,synthetic
BEACON-0003826,2025-11-21,2025-11-23,DEU,Germany,HPAI,0.451,unverified,unusual_mortality,official,synthetic
BEACON-0003827,2025-11-17,2025-11-17,NLD,Netherlands,HPAI,1.0,verified,media_cluster,field,synthetic
BEACON-0003828,2025-11-20,2025-11-20,NLD,Netherlands,HPAI,1.0,unverified,syndromic,official,synthetic
BEACON-0003829,2025-11-19,2025-11-20,NLD,Netherlands,HPAI,1.0,verified,unusual_mortality,media,synthetic
BEACON-0003830,2025-11-21,2025-11-21,NLD,Netherlands,HPAI,0.39,unverified,unusual_mortality,media;official,synthetic
BEACON-0003831,2025-11-21,2025-11-22,NLD,Netherlands,HPAI,0.571,verified,syndromic,official,synthetic
BEACON-0003832,2025-11-21,2025-11-23,NLD,Netherlands,HPAI,0.845,unverified,syndromic,media;official,synthetic
BEACON-0003833,2025-11-22,2025-11-23,BEL,Belgium,HPAI,0.742,verified,trade_alert,media;official,synthetic
BEACON-0003834,2025-11-17,2025-11-17,ESP,Spain,HPAI,0.369,unverified,media_cluster,field,synthetic
BEACON-0003835,2025-11-17,2025-11-17,POL,Poland,HPAI,0.561,unverified,media_cluster,media,synthetic
BEACON-0003836,2025-11-17,2025-11-18,POL,Poland,HPAI,0.39,unverified,media_cluster,official,synthetic
BEACON-0003837,2025-11-18,2025-11-18,POL,Poland,HPAI,0.57,unverified,media_cluster,media,synthetic
BEACON-0003838,2025-11-19,2025-11-19,HUN,Hungary,HPAI,1.0,verified,media_cluster,media,synthetic
BEACON-0003839,2025-11-17,2025-11-18,ROU,Romania,HPAI,0.46,verified,unusual_mortality,official,synthetic
BEACON-0003840,2025-11-21,2025-11-23,SRB,Serbia,HPAI,0.409,unverified,media_cluster,official,synthetic
BEACON-0003841,2025-11-17,2025-11-17,UKR,Ukraine,HPAI,1.0,unverified,media_cluster,official,synthetic
BEACON-0003842,2025-11-17,2025-11-19,UKR,Ukraine,HPAI,0.839,verified,unusual_mortality,official,synthetic
BEACON-0003843,2025-11-19,2025-11-21,UKR,Ukraine,HPAI,1.0,unverified,syndromic,media,synthetic
BEACON-0003844,2025-11-17,2025-11-18,MDA,Moldova,HPAI,0.687,verified,unusual_mortality,media,synthetic
BEACON-0003845,2025-11-22,2025-11-24,MDA,Moldova,HPAI,0.416,unverified,syndromic,media,synthetic
BEACON-0003846,2025-11-22,2025-11-23,RUS,Russian Federation,HPAI,0.636,verified,syndromic,media,synthetic
BEACON-0003847,2025-11-22,2025-11-22,TUR,Türkiye,HPAI,0.377,unverified,media_cluster,media,synthetic
BEACON-0003848,2025-11-17,2025-11-17,TUR,Türkiye,HPAI,0.211,verified,unusual_mortality,media,synthetic
BEACON-0003849,2025-11-21,2025-11-23,GEO,Georgia,HPAI,0.531,unverified,media_cluster,official,synthetic
BEACON-0003850,2025-11-21,2025-11-21,ISR,Israel,HPAI,0.251,verified,media_cluster,media,synthetic
BEACON-0003851,2025-11-19,2025-11-21,ISR,Israel,HPAI,0.46,unverified,media_cluster,official,synthetic
BEACON-0003852,2025-11-17,2025-11-18,EGY,Egypt,HPAI,0.038,unverified,media_cluster,media,synthetic
BEACON-0003853,2025-11-19,2025-11-19,MAR,Morocco,HPAI,0.55,verified,syndromic,media,synthetic
BEACON-0003854,2025-11-26,2025-11-27,FRA,France,HPAI,0.616,unverified,trade_alert,media,synthetic
BEACON-0003855,2025-11-24,2025-11-26,FRA,France,HPAI,0.444,verified,trade_alert,media,synthetic
BEACON-0003856,2025-11-29,2025-11-29,NLD,Netherlands,HPAI,0.805,unverified,media_cluster,media,synthetic
BEACON-0003857,2025-11-29,2025-11-30,BEL,Belgium,HPAI,0.454,verified,unusual_mortality,media,synthetic
BEACON-0003858,2025-11-25,2025-11-27,BEL,Belgium,HPAI,0.48,unverified,media_cluster,media,synthetic
BEACON-0003859,2025-11-28,2025-11-28,BEL,Belgium,HPAI,0.779,verified,unusual_mortality,media,synthetic
BEACON-0003860,2025-11-28,2025-11-29,ITA,Italy,HPAI,0.49,unverified,unusual_mortality,media,synthetic
BEACON-0003861,2025-11-25,2025-11-27,ESP,Spain,HPAI,0.3,unverified,media_cluster,media,synthetic
BEACON-0003862,2025-11-29,2025-11-29,ESP,Spain,HPAI,0.247,unverified,syndromic,official,synthetic
BEACON-0003863,2025-11-29,2025-11-29,POL,Poland,HPAI,1.0,verified,media_cluster,media;official,synthetic
BEACON-0003864,2025-11-24,2025-11-25,POL,Poland,HPAI,0.599,unverified,trade_alert,official,synthetic
BEACON-0003865,2025-11-27,2025-11-27,POL,Poland,HPAI,1.0,unverified,syndromic,media,synthetic
BEACON-0003866,2025-11-28,2025-11-29,POL,Poland,HPAI,0.632,verified,syndromic,media;official,synthetic
BEACON-0003867,2025-11-26,2025-11-27,POL,Poland,HPAI,0.698,unverified,unusual_mortality,media;official,synthetic
BEACON-0003868,2025-11-29,2025-11-29,BGR,Bulgaria,HPAI,0.72,verified,syndromic,media;official,synthetic
BEACON-0003869,2025-11-27,2025-11-28,SRB,Serbia,HPAI,0.434,unverified,trade_alert,media,synthetic
BEACON-0003870,2025-11-27,2025-11-28,UKR,Ukraine,HPAI,1.0,verified,unusual_mortality,official,synthetic
BEACON-0003871,2025-11-28,2025-11-30,MDA,Moldova,HPAI,1.0,unverified,unusual_mortality,media;official,synthetic
BEACON-0003872,2025-11-26,2025-11-28,MDA,Moldova,HPAI,0.488,unverified,unusual_mortality,official,synthetic
BEACON-0003873,2025-11-24,2025-11-25,MDA,Moldova,HPAI,0.655,verified,media_cluster,field,synthetic
BEACON-0003874,2025-11-25,2025-11-25,MDA,Moldova,HPAI,0.753,unverified,media_cluster,field,synthetic
BEACON-0003875,2025-11-24,2025-11-26,MDA,Moldova,HPAI,0.592,unverified,unusual_mortality,media,synthetic
BEACON-0003876,2025-11-28,2025-11-28,RUS,Russian Federation,HPAI,0.524,unverified,unusual_mortality,official,synthetic
BEACON-0003877,2025-11-26,2025-11-26,RUS,Russian Federation,HPAI,0.747,verified,unusual_mortality,media,synthetic
BEACON-0003878,2025-11-26,2025-11-28,RUS,Russian Federation,HPAI,0.823,unverified,unusual_mortality,media,synthetic
BEACON-0003879,2025-11-27,2025-11-27,EGY,Egypt,HPAI,0.203,unverified,media_cluster,media,synthetic
BEACON-0003880,2025-12-02,2025-12-04,FRA,France,HPAI,0.812,unverified,media_cluster,official,synthetic
BEACON-0003881,2025-12-01,2025-12-02,DEU,Germany,HPAI,0.641,unverified,media_cluster,official,synthetic
BEACON-0003882,2025-12-03,2025-12-04,NLD,Netherlands,HPAI,0.962,unverified,unusual_mortality,media;official,synthetic
BEACON-0003883,2025-12-01,2025-12-02,NLD,Netherlands,HPAI,0.895,verified,unusual_mortality,media;official,synthetic
BEACON-0003884,2025-12-04,2025-12-06,NLD,Netherlands,HPAI,0.544,unverified,unusual_mortality,media;official,synthetic
BEACON-0003885,2025-12-01,2025-12-03,BEL,Belgium,HPAI,0.599,unverified,trade_alert,media,synthetic
BEACON-0003886,2025-12-01,2025-12-01,BEL,Belgium,HPAI,0.86,verified,unusual_mortality,official,synthetic
BEACON-0003887,2025-12-02,2025-12-03,BEL,Belgium,HPAI,0.554,unverified,trade_alert,official,synthetic
BEACON-0003888,2025-12-06,2025-12-08,ITA,Italy,HPAI,0.574,verified,unusual_mortality,media;official,synthetic
BEACON-0003889,2025-12-04,2025-12-04,POL,Poland,HPAI,1.0,verified,trade_alert,media,synthetic
BEACON-0003890,2025-12-05,2025-12-05,HUN,Hungary,HPAI,0.845,unverified,media_cluster,media,synthetic
BEACON-0003891,2025-12-04,2025-12-04,SRB,Serbia,HPAI,0.616,unverified,media_cluster,media;official,synthetic
BEACON-0003892,2025-12-02,2025-12-04,UKR,Ukraine,HPAI,1.0,unverified,media_cluster,media,synthetic
BEACON-0003893,2025-12-03,2025-12-04,MDA,Moldova,HPAI,0.527,unverified,unusual_mortality,media,synthetic
BEACON-0003894,2025-12-06,2025-12-06,MDA,Moldova,HPAI,0.51,verified,unusual_mortality,media,synthetic
BEACON-0003895,2025-12-02,2025-12-04,RUS,Russian Federation,HPAI,0.683,verified,media_cluster,media;official,synthetic
BEACON-0003896,2025-12-06,2025-12-08,RUS,Russian Federation,HPAI,0.784,verified,unusual_mortality,media,synthetic
BEACON-0003897,2025-12-05,2025-12-06,RUS,Russian Federation,HPAI,0.537,verified,syndromic,official,synthetic
BEACON-0003898,2025-12-03,2025-12-03,RUS,Russian Federation,HPAI,0.756,verified,unusual_mortality,media,synthetic
BEACON-0003899,2025-12-01,2025-12-03,TUN,Tunisia,HPAI,0.63,verified,media_cluster,media,synthetic
BEACON-0003900,2025-12-13,2025-12-13,FRA,France,HPAI,0.364,verified,media_cluster,field,synthetic
BEACON-0003901,2025-12-13,2025-12-14,DEU,Germany,HPAI,0.717,unverified,unusual_mortality,media;official,synthetic
BEACON-0003902,2025-12-11,2025-12-13,DEU,Germany,HPAI,0.406,unverified,unusual_mortality,media,synthetic
BEACON-0003903,2025-12-13,2025-12-13,NLD,Netherlands,HPAI,1.0,verified,trade_alert,media;official,synthetic
BEACON-0003904,2025-12-08,2025-12-09,NLD,Netherlands,HPAI,0.866,unverified,unusual_mortality,media;official,synthetic
BEACON-0003905,2025-12-08,2025-12-08,BEL,Belgium,HPAI,1.0,unverified,unusual_mortality,field,synthetic
BEACON-0003906,2025-12-11,2025-12-12,BEL,Belgium,HPAI,0.685,unverified,media_cluster,media,synthetic
BEACON-0003907,2025-12-11,2025-12-11,ITA,Italy,HPAI,0.453,unverified,unusual_mortality,media,synthetic
BEACON-0003908,2025-12-11,2025-12-13,ITA,Italy,HPAI,1.0,unverified,media_cluster,official,synthetic
BEACON-0003909,2025-12-10,2025-12-11,ITA,Italy,HPAI,0.371,verified,media_cluster,media,synthetic
BEACON-0003910,2025-12-12,2025-12-13,ITA,Italy,HPAI,0.777,unverified,unusual_mortality,media,synthetic
BEACON-0003911,2025-12-08,2025-12-09,ESP,Spain,HPAI,0.768,verified,media_cluster,media;official,synthetic
BEACON-0003912,2025-12-09,2025-12-10,POL,Poland,HPAI,1.0,unverified,media_cluster,field,synthetic
BEACON-0003913,2025-12-13,2025-12-14,POL,Poland,HPAI,0.895,verified,media_cluster,official,synthetic
BEACON-0003914,2025-12-09,2025-12-11,POL,Poland,HPAI,0.868,verified,syndromic,media,synthetic
BEACON-0003915,2025-12-09,2025-12-11,POL,Poland,HPAI,0.839,verified,syndromic,media,synthetic
BEACON-0003916,2025-12-12,2025-12-12,HUN,Hungary,HPAI,0.489,unverified,trade_alert,media,synthetic
BEACON-0003917,2025-12-09,2025-12-11,HUN,Hungary,HPAI,0.589,unverified,syndromic,field,synthetic
BEACON-0003918,2025-12-09,2025-12-10,HUN,Hungary,HPAI,0.288,verified,unusual_mortality,media,synthetic
BEACON-0003919,2025-12-12,2025-12-12,HUN,Hungary,HPAI,0.473,unverified,media_cluster,media,synthetic
BEACON-0003920,2025-12-09,2025-12-09,ROU,Romania,HPAI,0.642,verified,unusual_mortality,official,synthetic
BEACON-0003921,2025-12-10,2025-12-12,ROU,Romania,HPAI,0.72,unverified,unusual_mortality,media,synthetic
BEACON-0003922,2025-12-12,2025-12-12,ROU,Romania,HPAI,0.558,verified,unusual_mortality,media;official,synthetic
BEACON-0003923,2025-12-12,2025-12-13,BGR,Bulgaria,HPAI,0.5,verified,unusual_mortality,field,synthetic
BEACON-0003924,2025-12-12,2025-12-13,BGR,Bulgaria,HPAI,0.57,unverified,unusual_mortality,media,synthetic
BEACON-0003925,2025-12-11,2025-12-11,SRB,Serbia,HPAI,0.993,verified,media_cluster,field,synthetic
BEACON-0003926,2025-12-10,2025-12-12,UKR,Ukraine,HPAI,0.748,unverified,unusual_mortality,official,synthetic
BEACON-0003927,2025-12-13,2025-12-14,UKR,Ukraine,HPAI,0.609,verified,media_cluster,media;official,synthetic
BEACON-0003928,2025-12-11,2025-12-12,UKR,Ukraine,HPAI,0.651,verified,media_cluster,media;official,synthetic
BEACON-0003929,2025-12-08,2025-12-09,UKR,Ukraine,HPAI,0.68,unverified,unusual_mortality,media;official,synthetic
BEACON-0003930,2025-12-10,2025-12-12,MDA,Moldova,HPAI,0.516,unverified,media_cluster,official,synthetic
BEACON-0003931,2025-12-08,2025-12-09,RUS,Russian Federation,HPAI,0.604,unverified,syndromic,media,synthetic
BEACON-0003932,2025-12-17,2025-12-17,FRA,France,HPAI,0.749,unverified,media_cluster,official,synthetic
BEACON-0003933,2025-12-17,2025-12-17,DEU,Germany,HPAI,0.757,unverified,unusual_mortality,field,synthetic
BEACON-0003934,2025-12-20,2025-12-22,DEU,Germany,HPAI,1.0,unverified,unusual_mortality,field,synthetic
BEACON-0003935,2025-12-19,2025-12-21,NLD,Netherlands,HPAI,0.381,unverified,trade_alert,media;official,synthetic
BEACON-0003936,2025-12-20,2025-12-21,BEL,Belgium,HPAI,0.529,verified,media_cluster,official,synthetic
BEACON-0003937,2025-12-20,2025-12-22,BEL,Belgium,HPAI,1.0,verified,media_cluster,media,synthetic
BEACON-0003938,2025-12-17,2025-12-18,ITA,Italy,HPAI,0.55,verified,media_cluster,media,synthetic
BEACON-0003939,2025-12-16,2025-12-17,ITA,Italy,HPAI,0.966,unverified,unusual_mortality,media,synthetic
BEACON-0003940,2025-12-15,2025-12-17,ITA,Italy,HPAI,0.404,unverified,unusual_mortality,media;official,synthetic
BEACON-0003941,2025-12-19,2025-12-21,ESP,Spain,HPAI,0.403,unverified,trade_alert,media,synthetic
BEACON-0003942,2025-12-15,2025-12-17,ESP,Spain,HPAI,0.69,verified,media_cluster,media,synthetic
BEACON-0003943,2025-12-15,2025-12-15,ESP,Spain,HPAI,0.749,unverified,unusual_mortality,media;official,synthetic
BEACON-0003944,2025-12-19,2025-12-21,HUN,Hungary,HPAI,1.0,verified,media_cluster,media,synthetic
BEACON-0003945,2025-12-18,2025-12-19,UKR,Ukraine,HPAI,1.0,unverified,unusual_mortality,official,synthetic
BEACON-0003946,2025-12-17,2025-12-18,UKR,Ukraine,HPAI,0.744,unverified,unusual_mortality,media,synthetic
BEACON-0003947,2025-12-20,2025-12-21,MDA,Moldova,HPAI,0.409,verified,unusual_mortality,field,synthetic
BEACON-0003948,2025-12-19,2025-12-19,TUR,Türkiye,HPAI,0.521,unverified,media_cluster,media;official,synthetic
BEACON-0003949,2025-12-19,2025-12-20,GEO,Georgia,HPAI,0.481,unverified,unusual_mortality,media,synthetic
BEACON-0003950,2025-12-15,2025-12-17,GEO,Georgia,HPAI,0.746,verified,syndromic,media,synthetic
BEACON-0003951,2025-12-17,2025-12-18,GEO,Georgia,HPAI,0.241,verified,syndromic,field,synthetic
BEACON-0003952,2025-12-18,2025-12-20,ISR,Israel,HPAI,0.219,unverified,unusual_mortality,media,synthetic
BEACON-0003953,2025-12-20,2025-12-21,TUN,Tunisia,HPAI,0.514,unverified,syndromic,media;official,synthetic
BEACON-0003954,2025-12-20,2025-12-20,MAR,Morocco,HPAI,0.523,verified,media_cluster,media;official,synthetic
BEACON-0003955,2025-12-27,2025-12-27,FRA,France,HPAI,0.921,verified,media_cluster,official,synthetic
BEACON-0003956,2025-12-23,2025-12-25,FRA,France,HPAI,0.628,verified,unusual_mortality,media,synthetic
BEACON-0003957,2025-12-25,2025-12-26,DEU,Germany,HPAI,0.631,verified,media_cluster,media,synthetic
BEACON-0003958,2025-12-25,2025-12-26,DEU,Germany,HPAI,0.343,verified,media_cluster,official,synthetic
BEACON-0003959,2025-12-23,2025-12-25,NLD,Netherlands,HPAI,0.411,verified,syndromic,media,synthetic
BEACON-0003960,2025-12-27,2025-12-29,ITA,Italy,HPAI,1.0,verified,unusual_mortality,media,synthetic
BEACON-0003961,2025-12-25,2025-12-27,ITA,Italy,HPAI,1.0,verified,syndromic,field,synthetic
BEACON-0003962,2025-12-27,2025-12-28,ITA,Italy,HPAI,0.779,unverified,media_cluster,media,synthetic
BEACON-0003963,2025-12-24,2025-12-26,ITA,Italy,HPAI,0.843,unverified,unusual_mortality,media;official,synthetic
BEACON-0003964,2025-12-25,2025-12-25,ITA,Italy,HPAI,1.0,verified,unusual_mortality,media;official,synthetic
