alert_id,published_date,iso3,country,disease_code,latitude,longitude,feed,duplicate_of_feed_item,headline,data_realism
HM-0008085,2020-10-01,POL,Poland,ASF,51.735,19.626,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008086,2020-09-30,POL,Poland,ASF,51.829,21.425,official,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008087,2020-09-28,POL,Poland,ASF,52.841,18.787,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008088,2020-10-03,HUN,Hungary,ASF,47.074,20.327,official,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008089,2020-09-28,HUN,Hungary,ASF,45.844,20.596,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008090,2020-09-29,HUN,Hungary,ASF,46.41,19.072,news,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008091,2020-09-28,ROU,Romania,ASF,46.986,25.685,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008092,2020-10-03,BGR,Bulgaria,ASF,42.145,26.396,news,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008093,2020-10-01,BGR,Bulgaria,ASF,42.558,26.594,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008094,2020-10-01,UKR,Ukraine,ASF,51.982,28.754,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008095,2020-09-29,UKR,Ukraine,ASF,49.263,36.883,news,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008096,2020-09-29,UKR,Ukraine,ASF,47.541,36.892,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008097,2020-10-03,MDA,Moldova,ASF,47.189,27.338,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008098,2020-09-30,RUS,Russian Federation,ASF,60.072,50.232,news,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008099,2020-10-01,RUS,Russian Federation,ASF,56.345,50.744,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008100,2020-10-03,RUS,Russian Federation,ASF,59.417,43.536,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008101,2020-10-01,TUR,Türkiye,ASF,42.216,36.666,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008102,2020-10-02,TUR,Türkiye,ASF,38.996,40.641,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008103,2020-10-04,GEO,Georgia,ASF,42.167,44.791,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008104,2020-09-29,EGY,Egypt,ASF,27.699,33.473,news,False,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008105,2020-10-04,EGY,Egypt,ASF,27.965,34.542,social,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008106,2020-09-29,MAR,Morocco,ASF,33.23,-5.343,official,True,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008107,2020-10-09,FRA,France,ASF,46.931,2.44,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008108,2020-10-09,BEL,Belgium,ASF,50.449,3.479,news,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0008109,2020-10-06,BEL,Belgium,ASF,50.202,4.16,official,False,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0008110,2020-10-10,ITA,Italy,ASF,42.503,15.915,social,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008111,2020-10-09,HUN,Hungary,ASF,47.29,18.987,social,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008112,2020-10-06,HUN,Hungary,ASF,47.793,19.935,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008113,2020-10-09,BGR,Bulgaria,ASF,42.899,26.318,news,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008114,2020-10-05,UKR,Ukraine,ASF,49.787,32.606,official,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008115,2020-10-09,UKR,Ukraine,ASF,51.951,32.065,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008116,2020-10-11,UKR,Ukraine,ASF,51.598,28.151,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008117,2020-10-09,MDA,Moldova,ASF,47.727,29.083,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008118,2020-10-06,RUS,Russian Federation,ASF,54.844,50.55,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008119,2020-10-08,RUS,Russian Federation,ASF,56.543,52.821,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008120,2020-10-08,RUS,Russian Federation,ASF,51.692,43.068,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008121,2020-10-10,ISR,Israel,ASF,30.972,35.349,news,True,[SYNTHETIC] ASF signal near Israel,synthetic
HM-0008122,2020-10-05,EGY,Egypt,ASF,25.595,33.763,news,False,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008123,2020-10-07,EGY,Egypt,ASF,23.715,29.025,news,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008124,2020-10-11,MAR,Morocco,ASF,34.286,-5.81,official,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008125,2020-10-16,FRA,France,ASF,48.318,-1.208,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008126,2020-10-13,FRA,France,ASF,47.591,1.939,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0008127,2020-10-18,DEU,Germany,ASF,51.894,15.062,news,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0008128,2020-10-13,DEU,Germany,ASF,50.079,8.165,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0008129,2020-10-18,ITA,Italy,ASF,44.644,13.733,official,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008130,2020-10-15,ITA,Italy,ASF,44.673,10.423,official,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008131,2020-10-14,ESP,Spain,ASF,42.245,-3.019,news,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008132,2020-10-15,ROU,Romania,ASF,46.142,23.07,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008133,2020-10-12,UKR,Ukraine,ASF,51.337,31.948,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008134,2020-10-12,UKR,Ukraine,ASF,46.793,29.34,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008135,2020-10-16,MDA,Moldova,ASF,47.241,27.354,social,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008136,2020-10-18,RUS,Russian Federation,ASF,51.438,50.929,news,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008137,2020-10-13,RUS,Russian Federation,ASF,53.358,53.423,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008138,2020-10-14,RUS,Russian Federation,ASF,52.512,53.377,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008139,2020-10-15,RUS,Russian Federation,ASF,54.691,40.375,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008140,2020-10-14,RUS,Russian Federation,ASF,57.458,36.914,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008141,2020-10-18,TUR,Türkiye,ASF,35.931,35.69,social,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008142,2020-10-18,TUR,Türkiye,ASF,38.431,37.727,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008143,2020-10-16,GEO,Georgia,ASF,42.385,41.759,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008144,2020-10-14,GEO,Georgia,ASF,42.031,42.822,social,True,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008145,2020-10-12,GEO,Georgia,ASF,42.409,41.987,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008146,2020-10-15,GEO,Georgia,ASF,41.786,44.49,official,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008147,2020-10-16,MAR,Morocco,ASF,30.198,-4.801,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008148,2020-10-17,MAR,Morocco,ASF,33.12,-4.841,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008149,2020-10-24,FRA,France,ASF,45.976,2.489,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008150,2020-10-20,NLD,Netherlands,ASF,51.868,4.153,official,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008151,2020-10-23,NLD,Netherlands,ASF,52.84,6.286,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008152,2020-10-25,NLD,Netherlands,ASF,52.796,4.573,news,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008153,2020-10-24,ITA,Italy,ASF,44.71,15.013,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008154,2020-10-19,ITA,Italy,ASF,42.563,8.966,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008155,2020-10-20,POL,Poland,ASF,53.055,21.188,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008156,2020-10-20,HUN,Hungary,ASF,47.922,18.039,news,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008157,2020-10-24,HUN,Hungary,ASF,47.757,20.512,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008158,2020-10-23,ROU,Romania,ASF,46.357,22.341,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008159,2020-10-20,BGR,Bulgaria,ASF,43.369,25.419,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008160,2020-10-24,BGR,Bulgaria,ASF,43.585,25.538,news,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008161,2020-10-20,RUS,Russian Federation,ASF,51.196,38.001,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008162,2020-10-24,RUS,Russian Federation,ASF,53.692,45.977,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008163,2020-10-25,TUR,Türkiye,ASF,42.75,32.408,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008164,2020-10-23,TUR,Türkiye,ASF,35.948,31.322,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008165,2020-10-19,GEO,Georgia,ASF,41.443,44.611,news,True,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008166,2020-10-23,EGY,Egypt,ASF,31.684,32.398,news,False,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008167,2020-10-25,TUN,Tunisia,ASF,33.212,9.575,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008168,2020-10-25,TUN,Tunisia,ASF,32.66,11.308,social,True,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008169,2020-10-19,MAR,Morocco,ASF,33.42,-6.967,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008170,2020-10-28,FRA,France,ASF,48.738,-1.685,social,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0008171,2020-10-28,NLD,Netherlands,ASF,51.949,6.502,news,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008172,2020-10-30,NLD,Netherlands,ASF,51.618,4.919,official,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008173,2020-10-26,NLD,Netherlands,ASF,52.514,6.271,official,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008174,2020-10-28,ITA,Italy,ASF,44.356,9.73,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008175,2020-10-29,ITA,Italy,ASF,40.723,11.872,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008176,2020-10-26,ITA,Italy,ASF,41.405,11.716,official,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008177,2020-10-28,ESP,Spain,ASF,42.067,-3.132,news,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008178,2020-10-27,ROU,Romania,ASF,46.614,25.704,official,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008179,2020-10-31,ROU,Romania,ASF,46.545,21.975,social,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008180,2020-10-29,UKR,Ukraine,ASF,50.979,30.8,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008181,2020-10-29,MDA,Moldova,ASF,47.384,29.357,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008182,2020-11-01,MDA,Moldova,ASF,46.998,29.234,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008183,2020-10-31,MDA,Moldova,ASF,46.357,28.331,official,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008184,2020-10-30,TUR,Türkiye,ASF,39.365,40.585,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008185,2020-10-30,TUR,Türkiye,ASF,39.504,40.628,social,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008186,2020-10-28,TUR,Türkiye,ASF,35.801,38.821,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008187,2020-11-01,GEO,Georgia,ASF,41.911,42.575,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008188,2020-11-01,GEO,Georgia,ASF,41.636,42.058,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008189,2020-10-31,GEO,Georgia,ASF,41.944,45.016,official,True,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008190,2020-10-26,ISR,Israel,ASF,31.525,35.361,news,False,[SYNTHETIC] ASF signal near Israel,synthetic
HM-0008191,2020-10-31,TUN,Tunisia,ASF,34.306,7.562,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008192,2020-10-29,TUN,Tunisia,ASF,32.699,10.442,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008193,2020-11-01,MAR,Morocco,ASF,31.363,-5.972,social,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008194,2020-11-02,NLD,Netherlands,ASF,52.585,6.347,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008195,2020-11-06,NLD,Netherlands,ASF,51.385,5.207,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008196,2020-11-02,ITA,Italy,ASF,41.047,14.233,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008197,2020-11-03,ESP,Spain,ASF,38.611,-0.429,social,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008198,2020-11-04,POL,Poland,ASF,52.436,21.126,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008199,2020-11-08,HUN,Hungary,ASF,46.344,19.66,news,True,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008200,2020-11-02,UKR,Ukraine,ASF,50.907,31.073,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008201,2020-11-05,UKR,Ukraine,ASF,50.764,33.626,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008202,2020-11-05,TUR,Türkiye,ASF,38.218,38.393,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008203,2020-11-06,TUR,Türkiye,ASF,38.919,30.23,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008204,2020-11-06,GEO,Georgia,ASF,42.773,44.031,official,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008205,2020-11-05,ISR,Israel,ASF,32.003,35.045,official,False,[SYNTHETIC] ASF signal near Israel,synthetic
HM-0008206,2020-11-06,EGY,Egypt,ASF,25.137,30.164,news,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008207,2020-11-07,TUN,Tunisia,ASF,34.564,9.862,news,True,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008208,2020-11-07,TUN,Tunisia,ASF,33.56,9.864,social,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008209,2020-11-08,MAR,Morocco,ASF,30.121,-7.051,social,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008210,2020-11-14,FRA,France,ASF,47.043,0.361,social,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008211,2020-11-15,FRA,France,ASF,45.976,0.245,official,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008212,2020-11-14,DEU,Germany,ASF,50.393,8.816,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0008213,2020-11-10,NLD,Netherlands,ASF,51.812,5.633,news,False,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008214,2020-11-10,BEL,Belgium,ASF,50.735,5.076,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0008215,2020-11-14,ESP,Spain,ASF,38.984,-0.361,news,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008216,2020-11-12,POL,Poland,ASF,52.104,15.195,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008217,2020-11-14,ROU,Romania,ASF,44.3,22.721,official,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008218,2020-11-11,BGR,Bulgaria,ASF,41.754,24.183,news,False,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008219,2020-11-15,UKR,Ukraine,ASF,47.254,29.027,official,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008220,2020-11-15,MDA,Moldova,ASF,47.535,28.917,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008221,2020-11-09,RUS,Russian Federation,ASF,55.67,37.871,official,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008222,2020-11-14,TUR,Türkiye,ASF,35.986,35.49,official,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008223,2020-11-10,EGY,Egypt,ASF,24.54,35.471,news,True,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008224,2020-11-15,EGY,Egypt,ASF,30.813,31.219,news,False,[SYNTHETIC] ASF signal near Egypt,synthetic
HM-0008225,2020-11-14,TUN,Tunisia,ASF,33.705,7.889,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008226,2020-11-14,TUN,Tunisia,ASF,33.013,11.606,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008227,2020-11-15,TUN,Tunisia,ASF,34.56,9.354,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008228,2020-11-10,MAR,Morocco,ASF,33.561,-7.866,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008229,2020-11-18,FRA,France,ASF,45.335,7.321,social,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0008230,2020-11-19,FRA,France,ASF,48.934,2.316,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0008231,2020-11-21,FRA,France,ASF,48.076,3.202,news,True,[SYNTHETIC] ASF signal near France,synthetic
HM-0008232,2020-11-18,BEL,Belgium,ASF,50.316,5.776,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0008233,2020-11-16,ITA,Italy,ASF,41.904,12.937,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008234,2020-11-22,ESP,Spain,ASF,38.297,-1.975,news,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008235,2020-11-20,HUN,Hungary,ASF,46.557,19.099,official,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008236,2020-11-22,ROU,Romania,ASF,46.339,24.914,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008237,2020-11-16,ROU,Romania,ASF,44.995,22.268,official,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008238,2020-11-20,UKR,Ukraine,ASF,51.474,34.667,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008239,2020-11-17,UKR,Ukraine,ASF,49.312,34.232,official,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008240,2020-11-21,MDA,Moldova,ASF,47.052,27.303,news,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008241,2020-11-19,RUS,Russian Federation,ASF,54.299,45.198,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008242,2020-11-21,TUR,Türkiye,ASF,39.196,36.511,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008243,2020-11-17,GEO,Georgia,ASF,42.213,43.598,social,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008244,2020-11-17,TUN,Tunisia,ASF,33.252,10.633,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008245,2020-11-27,FRA,France,ASF,48.043,6.634,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008246,2020-11-28,ITA,Italy,ASF,42.013,8.976,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008247,2020-11-25,POL,Poland,ASF,51.795,21.822,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008248,2020-11-23,POL,Poland,ASF,51.719,16.238,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008249,2020-11-27,ROU,Romania,ASF,45.461,26.929,news,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008250,2020-11-23,BGR,Bulgaria,ASF,41.544,24.659,official,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008251,2020-11-24,SRB,Serbia,ASF,44.619,21.63,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0008252,2020-11-27,SRB,Serbia,ASF,44.059,19.901,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0008253,2020-11-28,UKR,Ukraine,ASF,45.382,29.304,official,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008254,2020-11-29,UKR,Ukraine,ASF,49.187,35.824,news,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008255,2020-11-24,UKR,Ukraine,ASF,49.828,25.959,news,False,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008256,2020-11-26,RUS,Russian Federation,ASF,57.547,35.066,social,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008257,2020-11-29,RUS,Russian Federation,ASF,58.323,47.237,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008258,2020-11-26,TUR,Türkiye,ASF,36.773,31.029,news,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008259,2020-11-28,GEO,Georgia,ASF,42.651,42.992,news,False,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008260,2020-11-27,TUN,Tunisia,ASF,33.638,8.756,news,False,[SYNTHETIC] ASF signal near Tunisia,synthetic
HM-0008261,2020-12-02,DEU,Germany,ASF,49.031,9.324,social,True,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0008262,2020-12-04,NLD,Netherlands,ASF,52.188,4.855,social,True,[SYNTHETIC] ASF signal near Netherlands,synthetic
HM-0008263,2020-12-03,ITA,Italy,ASF,44.018,11.97,news,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008264,2020-12-06,ITA,Italy,ASF,43.685,13.449,news,False,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008265,2020-12-04,ESP,Spain,ASF,38.366,-2.151,news,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008266,2020-12-04,ROU,Romania,ASF,46.803,24.844,social,False,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008267,2020-12-06,SRB,Serbia,ASF,42.777,20.089,news,True,[SYNTHETIC] ASF signal near Serbia,synthetic
HM-0008268,2020-11-30,MDA,Moldova,ASF,46.331,28.746,official,False,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008269,2020-12-04,RUS,Russian Federation,ASF,52.334,40.926,official,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008270,2020-12-05,RUS,Russian Federation,ASF,51.794,46.983,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008271,2020-12-06,RUS,Russian Federation,ASF,59.967,41.91,news,False,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008272,2020-12-01,TUR,Türkiye,ASF,41.516,39.9,news,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008273,2020-12-01,TUR,Türkiye,ASF,39.248,38.16,official,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008274,2020-11-30,TUR,Türkiye,ASF,40.387,33.474,official,False,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008275,2020-12-06,MAR,Morocco,ASF,30.046,-8.558,news,False,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008276,2020-12-10,DEU,Germany,ASF,49.345,8.725,news,False,[SYNTHETIC] ASF signal near Germany,synthetic
HM-0008277,2020-12-11,BEL,Belgium,ASF,50.454,5.219,news,True,[SYNTHETIC] ASF signal near Belgium,synthetic
HM-0008278,2020-12-12,ITA,Italy,ASF,40.992,12.707,official,True,[SYNTHETIC] ASF signal near Italy,synthetic
HM-0008279,2020-12-12,ESP,Spain,ASF,41.625,-0.388,social,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008280,2020-12-12,HUN,Hungary,ASF,47.72,19.483,news,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008281,2020-12-11,ROU,Romania,ASF,46.315,23.726,official,True,[SYNTHETIC] ASF signal near Romania,synthetic
HM-0008282,2020-12-09,BGR,Bulgaria,ASF,43.852,25.436,news,True,[SYNTHETIC] ASF signal near Bulgaria,synthetic
HM-0008283,2020-12-12,UKR,Ukraine,ASF,46.879,30.974,social,True,[SYNTHETIC] ASF signal near Ukraine,synthetic
HM-0008284,2020-12-09,MDA,Moldova,ASF,47.368,27.218,news,True,[SYNTHETIC] ASF signal near Moldova,synthetic
HM-0008285,2020-12-07,RUS,Russian Federation,ASF,58.478,46.047,news,True,[SYNTHETIC] ASF signal near Russian Federation,synthetic
HM-0008286,2020-12-10,TUR,Türkiye,ASF,38.145,38.368,news,True,[SYNTHETIC] ASF signal near Türkiye,synthetic
HM-0008287,2020-12-07,GEO,Georgia,ASF,41.558,44.082,news,True,[SYNTHETIC] ASF signal near Georgia,synthetic
HM-0008288,2020-12-11,MAR,Morocco,ASF,33.562,-9.817,news,True,[SYNTHETIC] ASF signal near Morocco,synthetic
HM-0008289,2020-12-14,FRA,France,ASF,46.163,-1.535,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008290,2020-12-15,FRA,France,ASF,47.488,-0.078,news,False,[SYNTHETIC] ASF signal near France,synthetic
HM-0008291,2020-12-17,ESP,Spain,ASF,39.666,-2.099,news,True,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008292,2020-12-17,ESP,Spain,ASF,43.244,-3.361,social,False,[SYNTHETIC] ASF signal near Spain,synthetic
HM-0008293,2020-12-17,POL,Poland,ASF,51.71,22.577,news,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008294,2020-12-14,POL,Poland,ASF,52.16,21.102,official,False,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008295,2020-12-18,POL,Poland,ASF,50.879,21.706,news,True,[SYNTHETIC] ASF signal near Poland,synthetic
HM-0008296,2020-12-17,HUN,Hungary,ASF,48.228,19.115,social,False,[SYNTHETIC] ASF signal near Hungary,synthetic
HM-0008297,2020-12-14,SRB,Serbia,ASF,45.449,21.245,news,False,[SYNTHETIC] ASF signal near Serbia,synthetic
